
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1978,8,1978-10-22,23-178,CHI,@,TAM,L 19-33,0,0,,0,,0,0,,0,1,12,12.00,0
2,1978,10,1978-11-05,23-192,CHI,,SEA,L 29-31,0,0,,0,,0,0,,0,2,24,12.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
3,1979,1,1979-09-02,24-128,CHI,,GNB,W 6-3,3,10,3.33,0,,1,4,4.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
4,1980,1,1980-09-07,25-133,CHI,@,GNB,L 6-12,5,17,3.40,0,,1,3,3.00,0,0,0,,0
5,1980,2,1980-09-14,25-140,CHI,,NOR,W 22-3,1,8,8.00,0,,0,0,,0,0,0,,0
6,1980,3,1980-09-21,25-147,CHI,,MIN,L 14-34,2,9,4.50,0,,3,7,2.33,0,0,0,,0
7,1980,14,1980-12-07,25-224,CHI,,GNB,W 61-7,5,20,4.00,0,,1,8,8.00,0,0,0,,0
,,,7 Games,,,,,3-4-0,16,64,4.00,0,,6,22,3.67,0,3,36,12.00,0
