
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2006,1,2006-09-10,22-125,DET,,SEA,L 6-9,2,-1,-0.50,0,0,0,0,,0,0,0,,0
2,2006,2,2006-09-17,22-132,DET,@,CHI,L 7-34,0,0,,0,,0,0,,0,0,0,,0
3,2006,3,2006-09-24,22-139,DET,,GNB,L 24-31,0,5,,0,1,1,2,2.00,0,0,0,,0
4,2006,5,2006-10-08,22-153,DET,@,MIN,L 17-26,0,0,,0,0,0,0,,0,0,0,,0
5,2006,6,2006-10-15,22-160,DET,,BUF,W 20-17,2,5,2.50,0,0,0,0,,0,0,0,,0
6,2006,7,2006-10-22,22-167,DET,@,NYJ,L 24-31,3,10,3.33,0,1,1,18,18.00,0,0,0,,0
7,2006,8,2006-11-05,22-181,DET,,ATL,W 30-14,0,0,,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,2007,1,2007-09-09,23-124,DET,@,OAK,W 36-21,0,0,,0,1,1,5,5.00,0,1,33,33.00,0
9,2007,2,2007-09-16,23-131,DET,,MIN,W 20-17,5,22,4.40,0,3,3,19,6.33,0,3,49,16.33,0
10,2007,3,2007-09-23,23-138,DET,@,PHI,L 21-56,2,13,6.50,0,1,1,11,11.00,0,5,121,24.20,0
11,2007,4,2007-09-30,23-145,DET,,CHI,W 37-27,0,0,,0,0,0,0,,0,1,18,18.00,0
,,,11 Games,,,,,5-6-0,14,54,3.86,0,7,7,55,7.86,0,10,221,22.10,0
