
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1980,15,1980-12-14,23-073,NYJ,,NOR,L 20-21,0,0,,0,,1,6,6.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
2,1981,1,1981-09-06,23-339,NYJ,@,BUF,L 0-31,1,7,7.00,0,,0,0,,0,1,30,30.00,0
3,1981,2,1981-09-13,23-346,NYJ,,CIN,L 30-31,0,0,,0,,0,0,,0,0,0,,0
4,1981,3,1981-09-20,23-353,NYJ,@,PIT,L 10-38,1,4,4.00,0,,0,0,,0,2,40,20.00,0
5,1981,4,1981-09-27,23-360,NYJ,,HOU,W 33-17,4,7,1.75,0,,2,14,7.00,0,1,30,30.00,0
6,1981,5,1981-10-04,24-002,NYJ,@,MIA,T 28-28,0,0,,0,,0,0,,0,1,8,8.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,1983,9,1983-10-30,26-028,NYJ,@,SFO,W 27-13,0,0,,0,,0,0,,0,,,,
8,1983,10,1983-11-06,26-035,NYJ,,BAL,L 14-17,0,0,,0,,0,0,,0,,,,
9,1983,11,1983-11-13,26-042,NYJ,,BUF,L 17-24,0,0,,0,,0,0,,0,,,,
10,1983,13,1983-11-27,26-056,NYJ,,NWE,W 26-3,0,0,,0,,2,18,9.00,0,0,0,,0
11,1983,14,1983-12-04,26-063,NYJ,@,BAL,W 10-6,1,7,7.00,0,,0,0,,0,0,0,,0
12,1983,15,1983-12-10,26-069,NYJ,,PIT,L 7-34,0,0,,0,,1,6,6.00,0,0,0,,0
13,1983,16,1983-12-16,26-075,NYJ,@,MIA,L 14-34,4,18,4.50,0,,3,38,12.67,0,0,0,,0
,,,13 Games,,,,,4-8-1,11,43,3.91,0,,9,82,9.11,0,5,108,21.60,0
