
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,1970,14,1970-12-20,22-094,STL,@,WAS,L 27-28,0,0,,0,3,65,21.67,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
2,1971,4,1971-10-10,23-023,STL,@,ATL,W 26-9,1,3,3.00,0,0,0,,0
,,,2 Games,,,,,1-1-0,1,3,3.00,0,3,65,21.67,0
