
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1979,14,1979-12-02,24-129,NYG,@,DAL,L 7-28,0,0,,0,,0,0,,0,1,21,21.00,0
2,1979,15,1979-12-09,24-136,NYG,@,STL,L 20-29,0,0,,0,,0,0,,0,1,17,17.00,0
3,1979,16,1979-12-16,24-143,NYG,,BAL,L 7-31,0,0,,0,,0,0,,0,1,13,13.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
4,1980,1,1980-09-07,25-043,NYG,@,STL,W 41-35,15,39,2.60,0,,1,4,4.00,0,0,0,,0
5,1980,2,1980-09-14,25-050,NYG,,WAS,L 21-23,4,11,2.75,0,,0,0,,0,0,0,,0
,,,5 Games,,,,,1-4-0,19,50,2.63,0,,1,4,4.00,0,3,51,17.00,0
