
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
1,1962,1,1962-09-09,24-207,OAK,,NYT,L 17-28,,1,3,3.00,0,0,0,,0,0,0
2,1962,3,1962-09-30,24-228,OAK,,SDG,L 33-42,,3,59,19.67,1,0,0,,0,1,6
3,1962,4,1962-10-05,24-233,OAK,@,DEN,L 7-44,,2,49,24.50,0,0,0,,0,0,0
4,1962,5,1962-10-14,24-242,OAK,,DEN,L 6-23,,1,18,18.00,0,0,0,,0,0,0
5,1962,6,1962-10-20,24-248,OAK,@,BUF,L 6-14,,2,31,15.50,0,0,0,,0,0,0
6,1962,7,1962-10-26,24-254,OAK,@,BOS,L 16-26,,1,34,34.00,1,0,0,,0,1,6
7,1962,8,1962-11-04,24-263,OAK,@,NYT,L 21-31,,4,59,14.75,0,0,0,,0,0,0
8,1962,9,1962-11-11,24-270,OAK,,HOU,L 20-28,,2,74,37.00,1,0,0,,0,1,6
9,1962,10,1962-11-18,24-277,OAK,,BUF,L 6-10,,1,5,5.00,0,1,8,8.00,0,0,0
10,1962,11,1962-11-25,24-284,OAK,@,DTX,L 7-35,,2,37,18.50,1,0,0,,0,1,6
11,1962,12,1962-12-02,24-291,OAK,@,SDG,L 21-31,,2,23,11.50,0,0,0,,0,0,0
12,1962,13,1962-12-09,24-298,OAK,@,HOU,L 17-32,,4,41,10.25,0,0,0,,0,0,0
13,1962,14,1962-12-16,24-305,OAK,,BOS,W 20-0,,2,59,29.50,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
14,1963,6,1963-10-11,25-239,OAK,@,BOS,L 14-20,,3,32,10.67,0,0,0,,0,0,0
15,1963,7,1963-10-20,25-248,OAK,,NYJ,W 49-26,,1,93,93.00,1,0,0,,0,1,6
16,1963,8,1963-10-27,25-255,OAK,@,SDG,W 34-33,,1,39,39.00,1,0,0,,0,1,6
17,1963,9,1963-11-03,25-262,OAK,,KAN,W 10-7,,2,32,16.00,0,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts
18,1964,1,1964-09-12,26-211,HOU,@,SDG,L 21-27,,1,7,7.00,0,0,0,,0,0,0
19,1964,3,1964-09-27,26-226,HOU,@,DEN,W 38-17,,3,39,13.00,1,0,0,,0,1,6
,,,19 Games,,,,,5-14-0,,38,734,19.32,7,1,8,8.00,0,7,42
