
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1966,10,1966-11-20,22-220,PIT,,DAL,L 7-20,0,0,,0,1,10,10.00,0,0,0
2,1966,11,1966-11-27,22-227,PIT,@,STL,L 3-6,2,2,1.00,0,0,0,,0,0,0
3,1966,13,1966-12-11,22-241,PIT,@,NYG,W 47-28,6,15,2.50,2,0,0,,0,2,12
,,,3 Games,,,,,1-2-0,8,17,2.13,2,1,10,10.00,0,2,12
