
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2001,7,2001-11-04,23-309,TEN,,JAX,W 28-24,1,1,3,3.00,0
2,2001,8,2001-11-12,23-317,TEN,,BAL,L 10-16,,,,,
3,2001,9,2001-11-18,23-323,TEN,@,CIN,W 20-7,,,,,
,,,3 Games,,,,,2-1-0,1,1,3,3.00,0
