
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Int,Yds,TD
1,1960,1,1960-10-02,26-151,DET,@,GNB,L 9-28,,0,0,,0,0,0,,,,1,18,0
2,1960,2,1960-10-09,26-158,DET,,SFO,L 10-14,,0,0,,0,0,0,,,,1,26,0
3,1960,8,1960-11-20,26-200,DET,@,CHI,L 7-28,,,,,,,,,,,0,5,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Int,Yds,TD
4,1961,2,1961-09-24,27-143,DET,@,BAL,W 16-15,,0,0,,0,0,0,,,,1,3,0
5,1961,6,1961-10-22,27-171,DET,,BAL,L 14-17,,0,0,,0,0,0,,,,1,0,0
6,1961,7,1961-10-29,27-178,DET,@,RAM,W 28-10,,0,0,,0,0,0,,,,1,11,0
7,1961,13,1961-12-10,27-220,DET,,MIN,W 13-7,,0,0,,0,0,0,,,,1,0,0
8,1961,14,1961-12-17,27-227,DET,,PHI,L 24-27,,0,0,,0,0,0,,,,1,2,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Int,Yds,TD
9,1962,3,1962-09-30,28-149,DET,@,BAL,W 29-20,,0,0,,0,0,0,,,,1,20,0
10,1962,5,1962-10-14,28-163,DET,,RAM,W 13-10,,0,0,,0,0,0,,,,1,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Int,Yds,TD
11,1963,1,1963-09-14,29-133,DET,@,RAM,W 23-2,,0,0,,0,0,0,,,,1,0,0
12,1963,2,1963-09-22,29-141,DET,@,GNB,L 10-31,,0,0,,0,0,0,,,,1,14,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Int,Yds,TD
13,1964,11,1964-11-22,30-202,DET,,MIN,T 23-23,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,0
,,,13 Games,,,,,6-6-1,,0,1,0.00,0,0,1,0.0,0.00,-45.00,11,99,0
