
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2000,6,2000-10-15,23-363,CIN,@,PIT,L 0-15,3,12,4.00,0,0,0,0,,0,0,0,,0
2,2000,7,2000-10-22,24-004,CIN,,DEN,W 31-21,0,0,,0,,0,0,,0,1,14,14.00,0
3,2000,8,2000-10-29,24-011,CIN,@,CLE,W 12-3,1,3,3.00,0,0,0,0,,0,1,22,22.00,0
4,2000,9,2000-11-05,24-018,CIN,,BAL,L 7-27,2,9,4.50,0,0,0,0,,0,2,37,18.50,0
5,2000,11,2000-11-19,24-032,CIN,@,NWE,L 13-16,0,0,,0,0,0,0,,0,1,16,16.00,0
6,2000,16,2000-12-24,24-067,CIN,@,PHI,L 7-16,0,0,,0,0,0,0,,0,1,11,11.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,2001,1,2001-09-09,24-326,CIN,,NWE,W 23-17,0,0,,0,0,0,0,,0,3,109,36.33,0
8,2001,2,2001-09-23,24-340,CIN,,BAL,W 21-10,0,0,,0,0,0,0,,0,3,90,30.00,0
9,2001,3,2001-09-30,24-347,CIN,@,SDG,L 14-28,3,44,14.67,0,0,0,0,,0,3,66,22.00,0
10,2001,4,2001-10-07,24-354,CIN,@,PIT,L 7-16,0,0,,0,0,0,0,,0,5,75,15.00,0
11,2001,5,2001-10-14,24-361,CIN,,CLE,W 24-14,0,0,,0,0,0,0,,0,2,36,18.00,0
12,2001,6,2001-10-21,25-003,CIN,,CHI,L 0-24,1,3,3.00,0,0,0,0,,0,5,97,19.40,0
13,2001,7,2001-10-28,25-010,CIN,@,DET,W 31-27,0,0,,0,0,0,0,,0,5,86,17.20,0
14,2001,8,2001-11-11,25-024,CIN,@,JAX,L 13-30,0,0,,0,0,0,0,,0,4,85,21.25,0
15,2001,9,2001-11-18,25-031,CIN,,TEN,L 7-20,0,0,,0,0,0,0,,0,3,70,23.33,0
16,2001,10,2001-11-25,25-038,CIN,@,CLE,L 0-18,0,0,,0,0,0,0,,0,3,69,23.00,0
17,2001,11,2001-12-02,25-045,CIN,,TAM,L 13-16,0,0,,0,0,0,0,,0,2,47,23.50,0
18,2001,12,2001-12-09,25-052,CIN,,JAX,L 10-14,1,1,1.00,0,0,0,0,,0,1,18,18.00,0
19,2001,13,2001-12-16,25-059,CIN,@,NYJ,L 14-15,0,0,,0,1,1,9,9.00,0,3,43,14.33,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
20,2002,3,2002-09-22,25-339,NOR,@,CHI,W 29-23,,,,,0,,,,,,,,
21,2002,4,2002-09-29,25-346,NOR,@,DET,L 21-26,,,,,,,,,,,,,
22,2002,5,2002-10-06,25-353,NOR,,PIT,W 32-29,,,,,,,,,,,,,
23,2002,6,2002-10-13,25-360,NOR,@,WAS,W 43-27,1,1,1.00,0,0,0,0,,0,0,0,,0
24,2002,7,2002-10-20,26-002,NOR,,SFO,W 35-27,1,-1,-1.00,0,0,0,0,,0,0,0,,0
25,2002,11,2002-11-24,26-037,NOR,,CLE,L 15-24,10,19,1.90,0,0,0,0,,0,0,0,,0
,,,25 Games,,,,,10-15-0,23,91,3.96,0,1,1,9,9.00,0,48,991,20.65,0
