
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1987,3,1987-10-04,23-151,HOU,@,DEN,W 40-10,21,99,4.71,1,,1,3,3.00,0,1,6
2,1987,4,1987-10-11,23-158,HOU,@,CLE,W 15-10,11,40,3.64,0,,1,4,4.00,0,0,0
3,1987,5,1987-10-18,23-165,HOU,,NWE,L 7-21,18,69,3.83,0,,3,7,2.33,0,0,0
4,1987,7,1987-11-01,23-179,HOU,@,CIN,W 31-29,3,8,2.67,0,,0,0,,0,0,0
5,1987,8,1987-11-08,23-186,HOU,@,SFO,L 20-27,7,16,2.29,0,,5,30,6.00,0,0,0
6,1987,9,1987-11-15,23-193,HOU,@,PIT,W 23-3,0,0,,0,,0,0,,0,,
7,1987,10,1987-11-22,23-200,HOU,,CLE,L 7-40,0,0,,0,,0,0,,0,,
,,,7 Games,,,,,4-3-0,60,232,3.87,1,,10,44,4.40,0,1,6
