
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1991,13,1991-12-01,22-014,GNB,@,ATL,L 31-35,1,17,17.00,0
2,1991,14,1991-12-08,22-021,GNB,@,CHI,L 13-27,1,23,23.00,0
,,,2 Games,,,,,0-2-0,2,40,20.00,0
