
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,2006,3,2006-09-24,25-151,CIN,@,PIT,W 28-20,0,0,,0
2,2006,4,2006-10-01,25-158,CIN,,NWE,L 13-38,2,2,1.00,0
3,2006,5,2006-10-15,25-172,CIN,@,TAM,L 13-14,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
4,2007,16,2007-12-30,26-248,CIN,@,MIA,W 38-25,0,0,,0
,,,4 Games,,,,,2-2-0,2,2,1.00,0
