
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1965,2,1965-09-26,23-093,NYG,@,PHI,W 16-14,3,13,4.33,0,,3,30,10.00,0
2,1965,4,1965-10-09,23-106,NYG,@,MIN,L 14-40,1,6,6.00,0,,0,0,,0
3,1965,6,1965-10-24,23-121,NYG,,CLE,L 14-38,1,6,6.00,0,,0,0,,0
4,1965,8,1965-11-07,23-135,NYG,,WAS,L 7-23,6,23,3.83,0,,1,-7,-7.00,0
5,1965,9,1965-11-14,23-142,NYG,@,CLE,L 21-34,3,11,3.67,0,,2,19,9.50,0
6,1965,10,1965-11-21,23-149,NYG,@,STL,W 28-15,4,11,2.75,0,,0,0,,0
7,1965,11,1965-11-28,23-156,NYG,,CHI,L 14-35,1,0,0.00,0,,0,0,,0
,,,7 Games,,,,,2-5-0,19,70,3.68,0,,6,42,7.00,0
