
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1978,16,1978-12-17,23-329,SFO,@,DET,L 14-33,1,2,2.00,0,,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
2,1979,1,1979-09-02,24-223,PHI,,NYG,W 23-17,1,-1,-1.00,0,,1,2,2.00,0
,,,2 Games,,,,,1-1-0,2,1,0.50,0,,1,2,2.00,0
