
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
1,1972,8,1972-11-05,22-267,CLE,,HOU,W 20-0,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,0
2,1972,9,1972-11-13,22-275,CLE,@,SDG,W 21-17,0,0,,0,,0,0,,0,1,24,24.00,0,0,0,,0
3,1972,10,1972-11-19,22-281,CLE,,PIT,W 26-24,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
4,1972,11,1972-11-26,22-288,CLE,,BUF,W 27-10,1,3,3.00,0,,0,0,,0,1,21,21.00,0,0,0,,0
5,1972,12,1972-12-03,22-295,CLE,@,PIT,L 0-30,1,-1,-1.00,0,,0,0,,0,2,51,25.50,0,0,0,,0
6,1972,13,1972-12-09,22-301,CLE,@,CIN,W 27-24,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
7,1973,1,1973-09-16,23-216,CLE,,BAL,W 24-14,7,19,2.71,0,,0,0,,0,1,14,14.00,0,3,9,3.00,0
8,1973,2,1973-09-23,23-223,CLE,@,PIT,L 6-33,5,13,2.60,0,,2,14,7.00,0,2,39,19.50,0,1,13,13.00,0
9,1973,6,1973-10-21,23-251,CLE,,HOU,W 42-13,3,44,14.67,0,,0,0,,0,2,32,16.00,0,0,0,,0
10,1973,7,1973-10-28,23-258,CLE,,SDG,T 16-16,7,47,6.71,0,,2,24,12.00,0,1,-1,-1.00,0,0,0,,0
11,1973,8,1973-11-04,23-265,CLE,@,MIN,L 3-26,1,7,7.00,0,,1,0,0.00,0,1,17,17.00,0,2,24,12.00,0
12,1973,9,1973-11-11,23-272,CLE,@,HOU,W 23-13,2,2,1.00,0,,0,0,,0,1,25,25.00,0,0,0,,0
13,1973,11,1973-11-25,23-286,CLE,,PIT,W 21-16,0,0,,0,,0,0,,0,2,31,15.50,0,1,5,5.00,0
14,1973,12,1973-12-02,23-293,CLE,@,KAN,T 20-20,0,0,,0,,0,0,,0,1,18,18.00,0,0,0,,0
15,1973,13,1973-12-09,23-300,CLE,@,CIN,L 17-34,1,3,3.00,0,,0,0,,0,4,162,40.50,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
16,1974,3,1974-09-29,24-229,CLE,@,STL,L 7-29,1,2,2.00,0,,2,14,7.00,0,2,37,18.50,0,0,0,,0
17,1974,4,1974-10-06,24-236,CLE,,OAK,L 24-40,1,0,0.00,0,,2,7,3.50,0,4,82,20.50,0,0,0,,0
18,1974,5,1974-10-13,24-243,CLE,,CIN,L 24-34,0,0,,0,,0,0,,0,4,84,21.00,0,0,0,,0
19,1974,6,1974-10-20,24-250,CLE,@,PIT,L 16-20,0,0,,0,,0,0,,0,4,101,25.25,0,0,0,,0
20,1974,7,1974-10-27,24-257,CLE,,DEN,W 23-21,0,0,,0,,0,0,,0,3,67,22.33,0,0,0,,0
21,1974,9,1974-11-10,24-271,CLE,@,NWE,W 21-14,0,0,,0,,0,0,,0,1,32,32.00,0,0,0,,0
22,1974,10,1974-11-17,24-278,CLE,,PIT,L 16-26,4,0,0.00,0,,0,0,,0,4,94,23.50,0,2,1,0.50,0
23,1974,13,1974-12-07,24-298,CLE,@,DAL,L 17-41,0,0,,0,,0,0,,0,4,77,19.25,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
24,1975,3,1975-10-05,25-235,CLE,,PIT,L 6-42,0,0,,0,,1,14,14.00,0,0,0,,0,0,0,,0
25,1975,4,1975-10-12,25-242,CLE,,HOU,L 10-40,0,0,,0,,0,0,,0,4,106,26.50,0,0,0,,0
26,1975,5,1975-10-19,25-249,CLE,@,DEN,L 15-16,0,0,,0,,0,0,,0,1,38,38.00,0,1,14,14.00,0
27,1975,6,1975-10-26,25-256,CLE,,WAS,L 7-23,0,0,,0,,0,0,,0,2,45,22.50,0,0,0,,0
28,1975,7,1975-11-02,25-263,CLE,@,BAL,L 7-21,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
29,1975,8,1975-11-09,25-270,CLE,@,DET,L 10-21,0,0,,0,,0,0,,0,1,46,46.00,0,0,0,,0
30,1975,9,1975-11-16,25-277,CLE,@,OAK,L 17-38,0,0,,0,,0,0,,0,3,64,21.33,0,0,0,,0
31,1975,10,1975-11-23,25-284,CLE,,CIN,W 35-23,0,0,,0,,0,0,,0,1,92,92.00,0,0,0,,0
,,,31 Games,,,,,12-17-2,35,143,4.09,0,,10,73,7.30,0,60,1461,24.35,0,10,66,6.60,0
