
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1964,4,1964-10-04,22-162,NYG,@,DET,L 3-26,1,5,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1964,7,1964-10-25,22-183,NYG,@,CLE,L 20-42,3,11,3.67,0,,2,20,10.00,0,2,2,100.00,47,0,0,118.7,23.50,23.50,0,0,,0,0,0
3,1964,8,1964-11-01,22-190,NYG,,STL,W 34-17,21,88,4.19,0,,1,8,8.00,1,0,0,,0,0,0,,,,0,0,,0,1,6
4,1964,9,1964-11-08,22-197,NYG,,DAL,L 21-31,6,11,1.83,0,,2,19,9.50,0,1,2,50.00,18,0,0,81.2,9.00,9.00,0,0,,0,0,0
5,1964,10,1964-11-15,22-204,NYG,@,STL,T 10-10,22,61,2.77,0,,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1964,11,1964-11-22,22-211,NYG,,PIT,L 17-44,7,13,1.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1964,14,1964-12-12,22-231,NYG,,CLE,L 20-52,4,21,5.25,0,,1,17,17.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
8,1965,1,1965-09-19,23-147,NYG,@,DAL,L 2-31,7,44,6.29,0,,1,15,15.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
9,1965,2,1965-09-26,23-154,NYG,@,PHI,W 16-14,6,24,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
10,1965,3,1965-10-03,23-161,NYG,@,PIT,W 23-13,14,56,4.00,1,,1,30,30.00,0,1,1,100.00,49,0,0,118.7,49.00,49.00,0,0,,0,1,6
11,1965,4,1965-10-09,23-167,NYG,@,MIN,L 14-40,8,7,0.88,2,,2,-1,-0.50,0,0,0,,0,0,0,,,,0,0,,0,2,12
12,1965,5,1965-10-17,23-175,NYG,,PHI,W 35-27,9,56,6.22,0,,2,1,0.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
13,1965,6,1965-10-24,23-182,NYG,,CLE,L 14-38,5,33,6.60,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
14,1965,7,1965-10-31,23-189,NYG,,STL,W 14-10,10,42,4.20,0,,1,-2,-2.00,0,0,0,,0,0,0,,,,1,19,19.00,0,0,0
15,1965,8,1965-11-07,23-196,NYG,,WAS,L 7-23,6,8,1.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1965,9,1965-11-14,23-203,NYG,@,CLE,L 21-34,12,51,4.25,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
17,1965,10,1965-11-21,23-210,NYG,@,STL,W 28-15,6,18,3.00,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1965,11,1965-11-28,23-217,NYG,,CHI,L 14-35,6,10,1.67,0,,1,3,3.00,1,0,0,,0,0,0,,,,0,0,,0,1,6
19,1965,12,1965-12-05,23-224,NYG,,PIT,W 35-10,7,65,9.29,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1965,13,1965-12-12,23-231,NYG,@,WAS,W 27-10,7,19,2.71,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1965,14,1965-12-19,23-238,NYG,,DAL,L 20-38,3,7,2.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
22,1966,1,1966-09-11,24-139,NYG,@,PIT,T 34-34,1,7,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1966,2,1966-09-18,24-146,WAS,@,STL,L 7-23,1,0,0.00,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
24,1966,3,1966-09-25,24-153,WAS,@,PIT,W 33-27,7,15,2.14,0,,3,12,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
25,1966,4,1966-10-02,24-160,WAS,,PIT,W 24-10,13,42,3.23,0,,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1966,5,1966-10-09,24-167,WAS,,ATL,W 33-20,14,35,2.50,0,,1,22,22.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1966,6,1966-10-16,24-174,WAS,@,NYG,L 10-13,11,44,4.00,0,,2,21,10.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
28,1966,7,1966-10-23,24-181,WAS,,STL,W 26-20,8,24,3.00,0,,3,21,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
29,1966,8,1966-10-30,24-188,WAS,@,PHI,W 27-13,5,17,3.40,0,,2,31,15.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1966,9,1966-11-06,24-195,WAS,@,BAL,L 10-37,5,26,5.20,0,,5,39,7.80,0,0,0,,0,0,0,,,,0,0,,0,0,0
31,1966,10,1966-11-13,24-202,WAS,,DAL,L 30-31,4,5,1.25,0,,2,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1966,11,1966-11-20,24-209,WAS,@,CLE,L 3-14,10,36,3.60,0,,3,15,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
33,1966,12,1966-11-27,24-216,WAS,,NYG,W 72-41,1,9,9.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
34,1967,1,1967-09-17,25-145,WAS,@,PHI,L 24-35,3,9,3.00,0,,2,5,2.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1967,4,1967-10-08,25-166,WAS,,DAL,L 14-17,1,-1,-1.00,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1967,5,1967-10-15,25-173,WAS,@,ATL,T 20-20,7,22,3.14,0,,3,36,12.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
37,1967,14,1967-12-17,25-236,WAS,,NOR,L 14-30,2,3,1.50,0,,4,41,10.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
38,1968,1,1968-09-15,26-143,WAS,@,CHI,W 38-28,10,26,2.60,0,,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,1968,2,1968-09-22,26-150,WAS,@,NOR,L 17-37,6,10,1.67,0,,2,57,28.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
