
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1962,2,1962-09-23,23-250,NYG,@,PHI,W 29-13,9,32,3.56,0,,3,36,12.00,0,0,0,,0,0,0,,,,2,63,31.50,0,0,0
2,1962,3,1962-09-30,23-257,NYG,@,PIT,W 31-27,9,20,2.22,0,,3,59,19.67,1,0,0,,0,0,0,,,,2,41,20.50,0,1,6
3,1962,5,1962-10-14,23-271,NYG,,PIT,L 17-20,5,44,8.80,0,,1,10,10.00,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
4,1962,7,1962-10-28,23-285,NYG,,WAS,W 49-34,3,18,6.00,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1962,8,1962-11-04,23-292,NYG,,STL,W 31-28,0,0,,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1962,11,1962-11-25,23-313,NYG,@,WAS,W 42-24,1,-14,-14.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1962,12,1962-12-02,23-320,NYG,@,CHI,W 26-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,31,31.00,0,0,0
8,1962,13,1962-12-09,23-327,NYG,,CLE,W 17-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,3,94,31.33,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
9,1963,3,1963-09-29,24-256,PHI,,NYG,L 14-37,3,7,2.33,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
10,1963,4,1963-10-06,24-263,PHI,,DAL,W 24-21,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1963,5,1963-10-13,24-270,PHI,@,WAS,W 37-24,4,15,3.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
12,1963,9,1963-11-10,24-298,PHI,@,NYG,L 14-42,2,-4,-2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,12 Games,,,,,9-3-0,38,121,3.18,0,,10,120,12.00,1,0,1,0.00,0,0,1,0.0,0.00,-45.00,8,229,28.63,0,1,6
