
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1973,6,1973-10-21,22-363,DET,,BAL,L 27-29,1,7,7.00,0,,0,0,,0,0,0,,0
2,1973,7,1973-10-28,23-005,DET,,GNB,W 34-0,5,44,8.80,0,,0,0,,0,0,0,,0
3,1973,9,1973-11-11,23-019,DET,@,MIN,L 7-28,4,32,8.00,0,,0,0,,0,0,0,,0
4,1973,10,1973-11-18,23-026,DET,@,CHI,W 30-7,5,15,3.00,0,,1,6,6.00,0,0,0,,0
5,1973,11,1973-11-22,23-030,DET,,WAS,L 0-20,1,2,2.00,0,,0,0,,0,1,26,26.00,0
6,1973,12,1973-12-02,23-040,DET,@,STL,W 20-16,3,10,3.33,0,,0,0,,0,1,26,26.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,1974,1,1974-09-15,23-327,DET,@,CHI,L 9-17,1,2,2.00,0,,1,-1,-1.00,0,0,0,,0
8,1974,4,1974-10-06,23-348,DET,@,RAM,L 13-16,4,13,3.25,0,,0,0,,0,0,0,,0
9,1974,5,1974-10-14,23-356,DET,,SFO,W 17-13,10,39,3.90,0,,4,20,5.00,0,0,0,,0
10,1974,6,1974-10-20,23-362,DET,@,MIN,W 20-16,4,-1,-0.25,0,,0,0,,0,0,0,,0
11,1974,8,1974-11-03,24-011,DET,,NOR,W 19-14,2,3,1.50,0,,0,0,,0,0,0,,0
12,1974,9,1974-11-10,24-018,DET,@,OAK,L 13-35,9,38,4.22,0,,2,2,1.00,0,0,0,,0
13,1974,10,1974-11-17,24-025,DET,,NYG,W 20-19,6,16,2.67,0,,1,19,19.00,0,0,0,,0
14,1974,14,1974-12-15,24-053,DET,@,PHI,L 17-28,8,33,4.13,0,,1,13,13.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
15,1975,1,1975-09-21,24-333,DET,@,GNB,W 30-16,0,0,,0,,0,0,,0,1,8,8.00,0
16,1975,3,1975-10-06,24-348,DET,,DAL,L 10-36,0,0,,0,,1,5,5.00,0,0,0,,0
17,1975,4,1975-10-12,24-354,DET,,CHI,W 27-7,4,-8,-2.00,0,,0,0,,0,0,0,,0
18,1975,12,1975-12-07,25-045,DET,@,CHI,L 21-25,0,0,,0,,0,0,,0,1,0,0.00,0
,,,18 Games,,,,,9-9-0,67,245,3.66,0,,11,64,5.82,0,4,60,15.00,0
