
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1965,1,1965-09-12,26-196,OAK,,KAN,W 37-10,17,87,5.12,0,,2,19,9.50,0,1,17,17.00,0,0,0,,0,0,0
2,1965,2,1965-09-19,26-203,OAK,,SDG,L 6-17,8,14,1.75,0,,3,9,3.00,0,0,0,,0,0,0,,0,0,0
3,1965,3,1965-09-26,26-210,OAK,,HOU,W 21-17,1,13,13.00,0,,0,0,,0,1,20,20.00,0,0,0,,0,0,0
4,1965,5,1965-10-08,26-222,OAK,@,BOS,W 24-10,4,5,1.25,1,,0,0,,0,0,0,,0,1,3,3.00,0,1,6
5,1965,6,1965-10-16,26-230,OAK,@,NYJ,T 24-24,8,33,4.13,0,,4,51,12.75,0,1,13,13.00,0,0,0,,0,0,0
6,1965,7,1965-10-24,26-238,OAK,,BOS,W 30-21,6,0,0.00,0,,1,13,13.00,0,0,0,,0,0,0,,0,0,0
7,1965,8,1965-10-31,26-245,OAK,@,KAN,L 7-14,3,10,3.33,0,,1,15,15.00,0,0,0,,0,0,0,,0,0,0
8,1965,14,1965-12-19,26-294,OAK,@,SDG,L 14-24,1,9,9.00,0,,1,14,14.00,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
9,1966,1,1966-09-02,27-186,OAK,@,MIA,W 23-14,6,23,3.83,0,,2,37,18.50,0,1,13,13.00,0,0,0,,0,0,0
10,1966,2,1966-09-10,27-194,OAK,@,HOU,L 0-31,3,38,12.67,0,,2,6,3.00,0,0,0,,0,0,0,,0,0,0
11,1966,3,1966-09-18,27-202,OAK,,KAN,L 10-32,13,30,2.31,0,,6,48,8.00,0,0,0,,0,0,0,,0,0,0
12,1966,4,1966-09-25,27-209,OAK,,SDG,L 20-29,7,45,6.43,0,,2,46,23.00,0,0,0,,0,0,0,,0,0,0
13,1966,5,1966-10-09,27-223,OAK,,MIA,W 21-10,11,48,4.36,0,,3,38,12.67,1,0,0,,0,0,0,,0,1,6
14,1966,6,1966-10-16,27-230,OAK,@,KAN,W 34-13,3,4,1.33,0,,1,11,11.00,0,0,0,,0,0,0,,0,0,0
15,1966,7,1966-10-23,27-237,OAK,@,NYJ,W 24-21,2,8,4.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1966,8,1966-10-30,27-244,OAK,@,BOS,L 21-24,2,10,5.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1966,9,1966-11-06,27-251,OAK,,HOU,W 38-23,4,28,7.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1966,10,1966-11-13,27-258,OAK,@,SDG,W 41-19,5,22,4.40,0,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1966,12,1966-11-24,27-269,OAK,,BUF,L 10-31,4,14,3.50,0,,3,49,16.33,0,0,0,,0,0,0,,0,0,0
20,1966,13,1966-12-03,27-278,OAK,,NYJ,T 28-28,1,11,11.00,0,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
21,1966,14,1966-12-11,27-286,OAK,,DEN,W 28-10,1,1,1.00,0,,1,6,6.00,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
22,1967,1,1967-09-10,28-194,OAK,,DEN,W 51-0,5,16,3.20,0,,1,15,15.00,0,0,0,,0,0,0,,0,0,0
23,1967,6,1967-10-22,28-236,OAK,@,BOS,W 48-14,19,67,3.53,1,,4,38,9.50,1,0,0,,0,0,0,,0,2,12
24,1967,7,1967-10-29,28-243,OAK,,SDG,W 51-10,1,2,2.00,0,,1,21,21.00,0,0,0,,0,0,0,,0,0,0
25,1967,9,1967-11-19,28-264,OAK,,MIA,W 31-17,9,24,2.67,0,,5,40,8.00,0,0,0,,0,0,0,,0,0,0
26,1967,10,1967-11-23,28-268,OAK,@,KAN,W 44-22,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
27,1967,11,1967-12-03,28-278,OAK,@,SDG,W 41-21,2,7,3.50,0,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1967,13,1967-12-17,28-292,OAK,,NYJ,W 38-29,1,6,6.00,1,,0,0,,0,1,2,2.00,0,0,0,,0,1,6
29,1967,14,1967-12-24,28-299,OAK,,BUF,W 28-21,6,24,4.00,0,,0,0,,0,1,10,10.00,0,0,0,,0,0,0
