
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1971,1,1971-09-19,22-047,NYJ,@,BAL,L 0-22,0,0,,0,,2,14,7.00,0,0,0,,0
2,1971,3,1971-10-03,22-061,NYJ,@,MIA,W 14-10,4,15,3.75,0,,3,14,4.67,0,0,0,,0
3,1971,4,1971-10-10,22-068,NYJ,@,NWE,L 0-20,0,0,,0,,0,0,,0,1,2,2.00,0
4,1971,5,1971-10-17,22-075,NYJ,,BUF,W 28-17,3,10,3.33,0,,0,0,,0,0,0,,0
5,1971,6,1971-10-24,22-082,NYJ,,MIA,L 14-30,2,3,1.50,0,,0,0,,0,0,0,,0
6,1971,7,1971-10-31,22-089,NYJ,@,SDG,L 21-49,1,3,3.00,0,,0,0,,0,0,0,,0
7,1971,11,1971-11-28,22-117,NYJ,,SFO,L 21-24,1,0,0.00,0,,0,0,,0,0,0,,0
8,1971,12,1971-12-04,22-123,NYJ,@,DAL,L 10-52,9,31,3.44,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1972,1,1972-09-17,23-045,NYJ,@,BUF,W 41-24,7,16,2.29,0,,0,0,,0,0,0,,0
10,1972,3,1972-10-01,23-059,NYJ,@,HOU,L 20-26,11,28,2.55,0,,1,9,9.00,0,0,0,,0
11,1972,4,1972-10-08,23-066,NYJ,,MIA,L 17-27,6,20,3.33,0,,3,35,11.67,0,0,0,,0
12,1972,5,1972-10-15,23-073,NYJ,@,NWE,W 41-13,2,10,5.00,0,,0,0,,0,0,0,,0
13,1972,7,1972-10-29,23-087,NYJ,,NWE,W 34-10,6,25,4.17,0,,2,41,20.50,0,0,0,,0
14,1972,12,1972-12-03,23-122,NYJ,,NOR,W 18-17,2,6,3.00,0,,0,0,,0,0,0,,0
15,1972,13,1972-12-11,23-130,NYJ,@,OAK,L 16-24,11,24,2.18,0,,3,29,9.67,0,0,0,,0
,,,15 Games,,,,,6-9-0,65,191,2.94,0,,14,142,10.14,0,1,2,2.00,0
