
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2006,9,2006-11-12,22-259,GNB,@,MIN,W 23-17,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
2,2008,10,2008-11-16,24-264,DEN,@,ATL,W 24-20,4,35,8.75,0,1,0,0,,0,0,0,0.0,0,0
3,2008,11,2008-11-23,24-271,DEN,,OAK,L 10-31,,,,,,,,,,,,,,
4,2008,12,2008-11-30,24-278,DEN,@,NYJ,W 34-17,0,0,,0,,0,0,,0,0,0,0.0,0,1
5,2008,14,2008-12-14,24-292,DEN,@,CAR,L 10-30,7,51,7.29,0,3,3,24,8.00,1,1,6,0.0,0,0
6,2008,15,2008-12-21,24-299,DEN,,BUF,L 23-30,6,44,7.33,0,0,0,0,,0,0,0,0.0,0,0
,,,6 Games,,,,,3-3-0,17,130,7.65,0,4,3,24,8.00,1,1,6,0.0,0,1
