
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,23-102,DAL,@,NYJ,W 38-24,5,43,8.60,1,,0,0,,0,2,23,11.50,0,1,6
2,1987,4,1987-10-11,23-109,DAL,,PHI,W 41-22,2,6,3.00,0,,0,0,,0,3,70,23.33,0,0,0
3,1987,5,1987-10-19,23-117,DAL,,WAS,L 7-13,0,0,,0,,1,8,8.00,0,1,20,20.00,0,0,0
,,,3 Games,,,,,2-1-0,7,49,7.00,1,,1,8,8.00,0,6,113,18.83,0,1,6
