
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
15,1961,5,1961-10-07,26-042,BOS,,SDG,L 27-38,6,13,2.17,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
16,1961,7,1961-10-22,26-057,BOS,,BUF,W 52-21,8,45,5.63,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
17,1961,8,1961-10-29,26-064,BOS,@,DTX,W 18-17,12,39,3.25,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
18,1961,9,1961-11-03,26-069,BOS,,DTX,W 28-21,0,0,,0,,1,-10,-10.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
19,1961,10,1961-11-12,26-078,BOS,@,HOU,L 15-27,2,15,7.50,0,,1,25,25.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
20,1961,11,1961-11-17,26-083,BOS,,OAK,W 20-17,13,36,2.77,0,,4,55,13.75,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
21,1962,1,1962-09-08,27-013,BOS,@,DTX,L 28-42,9,35,3.89,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
22,1962,2,1962-09-16,27-021,BOS,,HOU,W 34-21,5,18,3.60,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
23,1962,3,1962-09-21,27-026,BOS,,DEN,W 41-16,9,33,3.67,0,,1,13,13.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
24,1962,4,1962-10-06,27-041,BOS,@,NYT,W 43-14,10,11,1.10,1,,2,26,13.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
25,1962,5,1962-10-12,27-047,BOS,,DTX,L 7-27,5,10,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
26,1962,6,1962-10-19,27-054,BOS,,SDG,W 24-20,11,61,5.55,1,,5,53,10.60,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
27,1962,7,1962-10-26,27-061,BOS,,OAK,W 26-16,11,31,2.82,0,,2,7,3.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
28,1962,8,1962-11-03,27-069,BOS,@,BUF,T 28-28,3,-5,-1.67,0,,1,15,15.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
29,1962,9,1962-11-11,27-077,BOS,@,DEN,W 33-29,11,41,3.73,0,,5,43,8.60,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
30,1962,10,1962-11-18,27-084,BOS,@,HOU,L 17-21,14,72,5.14,0,,2,-3,-1.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
31,1962,11,1962-11-23,27-089,BOS,,BUF,W 21-10,15,43,2.87,0,,0,0,,0,0,0,,0,0,0,,,,2,24,12.00,0,,,,,,,0,0
32,1962,12,1962-11-30,27-096,BOS,,NYT,W 24-17,14,48,3.43,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
33,1962,13,1962-12-09,27-105,BOS,@,SDG,W 20-14,16,26,1.63,0,,2,61,30.50,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
34,1962,14,1962-12-16,27-112,BOS,@,OAK,L 0-20,6,35,5.83,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
35,1963,1,1963-09-08,28-013,BOS,,NYJ,W 38-14,8,28,3.50,1,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
36,1963,2,1963-09-14,28-019,BOS,@,SDG,L 13-17,14,47,3.36,0,,2,19,9.50,0,1,1,100.00,15,0,0,118.7,15.00,15.00,0,0,,0,,,,,,,0,0
37,1963,3,1963-09-22,28-027,BOS,@,OAK,W 20-14,11,28,2.55,0,,2,22,11.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
38,1963,4,1963-09-29,28-034,BOS,@,DEN,L 10-14,4,12,3.00,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
39,1963,5,1963-10-05,28-040,BOS,@,NYJ,L 24-31,1,15,15.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
40,1963,7,1963-10-18,28-053,BOS,,DEN,W 40-21,6,9,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
41,1963,8,1963-10-26,28-061,BOS,@,BUF,L 21-28,7,43,6.14,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
42,1963,9,1963-11-01,28-067,BOS,,HOU,W 45-3,4,26,6.50,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
43,1963,11,1963-11-17,28-083,BOS,,KAN,T 24-24,2,-2,-1.00,0,,2,34,17.00,0,1,1,100.00,12,0,0,116.7,12.00,12.00,0,0,,0,,,,,,,0,0
44,1963,12,1963-12-01,28-097,BOS,,BUF,W 17-7,14,27,1.93,0,,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
45,1964,1,1964-09-13,29-018,BOS,@,OAK,W 17-14,0,0,,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,45 Games,,,,,24-19-2,302,1078,3.57,5,,52,501,9.63,2,2,2,100.00,27,0,0,118.7,13.50,13.50,2,24,12.00,0,,,,,1,,7,42
