
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1981,1,1981-09-05,24-210,MIN,@,TAM,L 13-21,0,0,,0,,1,17,17.00,0,0,0,,0
2,1981,2,1981-09-14,24-219,MIN,,OAK,L 10-36,1,7,7.00,0,,1,6,6.00,0,0,0,,0
3,1981,6,1981-10-11,24-246,MIN,@,SDG,W 33-31,0,0,,0,,0,0,,0,,,,
4,1981,8,1981-10-25,24-260,MIN,@,STL,L 17-30,0,0,,0,,0,0,,0,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
5,1982,3,1982-11-21,25-287,MIN,@,GNB,L 7-26,0,0,,0,,0,0,,0,2,21,10.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
6,1987,5,1987-10-18,30-253,MIN,@,TAM,L 10-20,5,8,1.60,0,,3,20,6.67,0,1,4,4.00,0
,,,6 Games,,,,,1-5-0,6,15,2.50,0,,5,43,8.60,0,3,25,8.33,0
