
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
1,1962,7,1962-10-20,24-358,BUF,,OAK,W 14-6,0,0,,0,0,0,,0,1,18,0
2,1962,8,1962-10-28,25-001,BUF,@,DEN,W 45-38,0,0,,0,1,10,10.00,0,0,0,0
3,1962,9,1962-11-03,25-007,BUF,,BOS,T 28-28,2,53,26.50,0,1,2,2.00,0,0,0,0
4,1962,10,1962-11-11,25-015,BUF,@,SDG,W 40-20,2,29,14.50,0,1,5,5.00,0,0,0,0
5,1962,11,1962-11-18,25-022,BUF,@,OAK,W 10-6,1,20,20.00,0,0,0,,0,1,0,0
6,1962,12,1962-11-23,25-027,BUF,@,BOS,L 10-21,3,68,22.67,0,0,0,,0,0,0,0
7,1962,13,1962-12-02,25-036,BUF,,DTX,W 23-14,1,22,22.00,0,0,0,,0,0,0,0
8,1962,14,1962-12-08,25-042,BUF,@,NYT,W 20-3,1,2,2.00,0,0,0,,0,1,26,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
9,1963,1,1963-09-08,25-316,BUF,@,SDG,L 10-14,2,44,22.00,0,1,0,0.00,0,0,0,0
10,1963,3,1963-09-22,25-330,BUF,,KAN,T 27-27,3,52,17.33,0,1,6,6.00,0,0,0,0
11,1963,4,1963-09-28,25-336,BUF,,HOU,L 20-31,1,22,22.00,0,0,0,,0,0,0,0
12,1963,7,1963-10-20,25-358,BUF,@,HOU,L 14-28,0,0,,0,3,35,11.67,0,0,0,0
13,1963,8,1963-10-26,25-364,BUF,,BOS,W 28-21,0,0,,0,2,22,11.00,0,0,0,0
14,1963,9,1963-11-03,26-007,BUF,@,DEN,W 30-28,0,0,,0,2,17,8.50,0,0,0,0
15,1963,11,1963-11-17,26-021,BUF,,SDG,L 13-23,0,0,,0,1,9,9.00,0,0,0,0
16,1963,12,1963-12-01,26-035,BUF,@,BOS,L 7-17,0,0,,0,3,11,3.67,0,0,0,0
17,1963,13,1963-12-08,26-042,BUF,,NYJ,W 45-14,0,0,,0,1,32,32.00,0,1,0,0
18,1963,14,1963-12-14,26-048,BUF,@,NYJ,W 19-10,0,0,,0,3,20,6.67,0,1,0,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
19,1965,1,1965-09-12,27-320,NYJ,@,HOU,L 21-27,1,16,16.00,0,0,0,,0,0,0,0
20,1965,7,1965-10-31,28-004,NYJ,,DEN,W 45-10,0,0,,0,0,0,,0,1,13,0
21,1965,13,1965-12-12,28-046,NYJ,@,OAK,L 14-24,0,0,,0,0,0,,0,1,0,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
22,1966,1,1966-09-09,28-317,NYJ,@,MIA,W 19-14,0,0,,0,0,0,,0,1,0,0
23,1966,6,1966-10-16,28-354,NYJ,@,HOU,L 0-24,0,0,,0,0,0,,0,1,9,0
,,,23 Games,,,,,12-9-2,17,328,19.29,0,20,169,8.45,0,9,66,0
