
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1973,6,1973-10-21,24-128,NYG,@,DAL,L 28-45,1,3,3.00,0,,1,11,11.00,0,0,0,,0
2,1973,14,1973-12-16,24-184,NYG,,MIN,L 7-31,0,0,,0,,0,0,,0,4,86,21.50,0
,,,2 Games,,,,,0-2-0,1,3,3.00,0,,1,11,11.00,0,4,86,21.50,0
