
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1997,1,1997-08-31,23-189,BAL,,JAX,L 27-28,0,0,,0,,,,,,
2,1997,2,1997-09-07,23-196,BAL,,CIN,W 23-10,0,0,,0,,,,,,
3,1997,3,1997-09-14,23-203,BAL,@,NYG,W 24-23,0,0,,0,,,,,,
4,1997,4,1997-09-21,23-210,BAL,@,TEN,W 36-10,0,0,,0,,,,,,
5,1997,6,1997-10-05,23-224,BAL,,PIT,L 34-42,0,0,,0,,,,,,
6,1997,7,1997-10-19,23-238,BAL,,MIA,L 13-24,0,0,,0,,,,,,
7,1997,8,1997-10-26,23-245,BAL,@,WAS,W 20-17,0,0,,0,,,,,,
8,1997,9,1997-11-02,23-252,BAL,@,NYJ,L 16-19,0,0,,0,,,,,,
9,1997,10,1997-11-09,23-259,BAL,@,PIT,L 0-37,0,0,,0,,,,,,
10,1997,11,1997-11-16,23-266,BAL,,PHI,T 10-10,0,0,,0,,,,,,
11,1997,12,1997-11-23,23-273,BAL,,ARI,L 13-16,0,0,,0,,,,,,
12,1997,13,1997-11-30,23-280,BAL,@,JAX,L 27-29,1,1,1.00,1,0,0,,0,1,6
13,1997,14,1997-12-07,23-287,BAL,,SEA,W 31-24,0,0,,0,,,,,,
14,1997,15,1997-12-14,23-294,BAL,,TEN,W 21-19,1,1,1.00,0,0,0,,0,0,0
15,1997,16,1997-12-21,23-301,BAL,@,CIN,L 14-16,0,0,,0,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts
16,1998,4,1998-09-27,24-216,BAL,,CIN,W 31-24,0,0,,0,1,15,15.00,0,0,0
17,1998,7,1998-10-25,24-244,BAL,@,GNB,L 10-28,1,1,1.00,0,1,18,18.00,0,0,0
18,1998,8,1998-11-01,24-251,BAL,,JAX,L 19-45,1,7,7.00,0,0,0,,0,0,0
,,,18 Games,,,,,7-10-1,4,10,2.50,1,2,33,16.50,0,1,6
