
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1968,1,1968-09-08,21-313,BUF,,BOS,L 7-16,7,42,6.00,0,,0,0,,0,0,0
2,1968,2,1968-09-15,21-320,BUF,,OAK,L 6-48,15,57,3.80,0,,0,0,,0,0,0
3,1968,3,1968-09-22,21-327,BUF,@,CIN,L 23-34,6,24,4.00,0,,0,0,,0,0,0
4,1968,4,1968-09-29,21-334,BUF,,NYJ,W 37-35,12,87,7.25,1,,2,12,6.00,0,1,6
5,1968,5,1968-10-05,21-340,BUF,,KAN,L 7-18,10,58,5.80,0,,2,9,4.50,0,0,0
6,1968,6,1968-10-12,21-347,BUF,@,MIA,T 14-14,2,15,7.50,0,,1,0,0.00,0,0,0
,,,6 Games,,,,,1-4-1,52,283,5.44,1,,5,21,4.20,0,1,6
