
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,2003,4,2003-09-28,24-113,BUF,,PHI,L 13-23,2,4,2.00,0
2,2003,6,2003-10-12,24-127,BUF,@,NYJ,L 3-30,,,,
,,,2 Games,,,,,0-2-0,2,4,2.00,0
