
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,24-209,SDG,@,CIN,W 10-9,0,0,,0,,0,0,,0,2,46,23.00,0,0,0
2,1987,4,1987-10-11,24-216,SDG,@,TAM,W 17-13,12,50,4.17,1,,4,13,3.25,0,0,0,,0,1,6
3,1987,5,1987-10-18,24-223,SDG,@,RAI,W 23-17,7,2,0.29,0,,2,6,3.00,0,3,71,23.67,0,0,0
,,,3 Games,,,,,3-0-0,19,52,2.74,1,,6,19,3.17,0,5,117,23.40,0,1,6
