
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD
1,2003,1,2003-09-07,23-148,DAL,,ATL,L 13-27,,,,,,,,,
2,2003,2,2003-09-15,23-156,DAL,@,NYG,W 35-32,,,,,,,,,
3,2003,3,2003-09-28,23-169,DAL,@,NYJ,W 17-6,,,,,,,,,
4,2003,4,2003-10-05,23-176,DAL,,ARI,W 24-7,0,0,0,,0,1,3,3.00,0
5,2003,5,2003-10-12,23-183,DAL,,PHI,W 23-21,,,,,,,,,
6,2003,6,2003-10-19,23-190,DAL,@,DET,W 38-7,0,0,0,,0,1,0,0.00,0
7,2003,7,2003-10-26,23-197,DAL,@,TAM,L 0-16,,,,,,,,,
8,2003,8,2003-11-02,23-204,DAL,,WAS,W 21-14,1,1,6,6.00,0,1,3,3.00,0
9,2003,9,2003-11-09,23-211,DAL,,BUF,W 10-6,,,,,,,,,
10,2003,10,2003-11-16,23-218,DAL,@,NWE,L 0-12,,,,,,,,,
11,2003,13,2003-12-07,23-239,DAL,@,PHI,L 10-36,,,,,,,,,
12,2003,14,2003-12-14,23-246,DAL,@,WAS,W 27-0,2,,,,,,,,
13,2003,15,2003-12-21,23-253,DAL,,NYG,W 19-3,,,,,,,,,
14,2003,16,2003-12-28,23-260,DAL,@,NOR,L 7-13,1,1,3,3.00,0,1,1,1.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD
15,2004,4,2004-10-03,24-174,MIA,,NYJ,L 9-17,,,,,,,,,
16,2004,9,2004-11-07,24-209,MIA,,ARI,L 23-24,,,,,,,,,
17,2004,10,2004-11-21,24-223,MIA,@,SEA,L 17-24,1,,,,,,,,
18,2004,11,2004-11-28,24-230,MIA,@,SFO,W 24-17,1,1,2,2.00,0,0,0,,0
19,2004,12,2004-12-05,24-237,MIA,,BUF,L 32-42,2,2,8,4.00,0,0,0,,0
20,2004,13,2004-12-12,24-244,MIA,@,DEN,L 17-20,1,,,,,,,,
21,2004,14,2004-12-20,24-252,MIA,,NWE,W 29-28,,,,,,,,,
22,2004,15,2004-12-26,24-258,MIA,,CLE,W 10-7,2,1,5,5.00,0,0,0,,0
23,2004,16,2005-01-02,24-265,MIA,@,BAL,L 23-30,1,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD
24,2006,1,2006-09-10,26-151,NYJ,@,TEN,W 23-16,,0,0,,0,0,0,,0
25,2006,2,2006-09-17,26-158,NYJ,,NWE,L 17-24,0,0,0,,0,0,0,,0
,,,25 Games,,,,,13-12-0,12,6,24,4.00,0,4,7,1.75,0
