
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-176,HOU,@,DEN,W 40-10,8,20,2.50,0
2,1987,4,1987-10-11,23-183,HOU,@,CLE,W 15-10,0,0,,0
3,1987,5,1987-10-18,23-190,HOU,,NWE,L 7-21,1,3,3.00,0
,,,3 Games,,,,,2-1-0,9,23,2.56,0
