
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1990,10,1990-11-19,25-013,MIA,,RAI,L 10-13,0,0,,0,,0,0,,0
2,1990,11,1990-11-25,25-019,MIA,@,CLE,W 30-13,2,4,2.00,0,,1,5,5.00,0
3,1990,12,1990-12-02,25-026,MIA,@,WAS,L 20-42,0,0,,0,,0,0,,0
4,1990,13,1990-12-09,25-033,MIA,,PHI,W 23-20,0,0,,0,,1,2,2.00,0
5,1990,14,1990-12-16,25-040,MIA,,SEA,W 24-17,3,10,3.33,0,,2,16,8.00,0
6,1990,15,1990-12-23,25-047,MIA,@,BUF,L 14-24,0,0,,0,,0,0,,0
7,1990,16,1990-12-30,25-054,MIA,,IND,W 23-17,0,0,,0,,0,0,,0
,,,7 Games,,,,,4-3-0,5,14,2.80,0,,4,23,5.75,0
