
138,1973,2,1973-09-23,31-354,KAN,@,NWE,W 10-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,178,44.50,0
139,1973,3,1973-09-30,31-361,KAN,,OAK,W 16-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,264,52.80,0
140,1973,4,1973-10-07,32-003,KAN,,DEN,W 16-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,305,50.83,0
141,1973,5,1973-10-14,32-010,KAN,@,GNB,T 10-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,289,41.29,0
142,1973,6,1973-10-21,32-017,KAN,@,CIN,L 6-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,211,42.20,0
143,1973,7,1973-10-29,32-025,KAN,@,BUF,L 14-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,9,370,41.11,0
144,1973,8,1973-11-04,32-031,KAN,@,SDG,W 19-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,337,48.14,0
145,1973,9,1973-11-12,32-039,KAN,,CHI,W 19-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,143,47.67,0
146,1973,10,1973-11-18,32-045,KAN,,HOU,W 38-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,248,41.33,1
147,1973,11,1973-11-25,32-052,KAN,@,DEN,L 10-14,0,0,,0,,0,0,,0,1,1,100.00,9,0,0,104.2,9.00,9.00,0,0,,0,7,344,49.14,0
148,1973,12,1973-12-02,32-059,KAN,,CLE,T 20-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,239,47.80,0
149,1973,13,1973-12-08,32-065,KAN,@,OAK,L 7-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,333,47.57,0
150,1973,14,1973-12-16,32-073,KAN,,SDG,W 33-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,178,44.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
151,1974,1,1974-09-15,32-346,KAN,,NYJ,W 24-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,245,40.83,0
152,1974,2,1974-09-22,32-353,KAN,@,OAK,L 7-27,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,8,363,45.38,0
153,1974,3,1974-09-29,32-360,KAN,@,HOU,W 17-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,159,39.75,0
154,1974,4,1974-10-06,33-002,KAN,,DEN,L 14-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,10,465,46.50,0
155,1974,5,1974-10-13,33-009,KAN,,PIT,L 24-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,184,46.00,0
156,1974,6,1974-10-20,33-016,KAN,@,MIA,L 3-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,130,26.00,1
157,1974,7,1974-10-27,33-023,KAN,@,SDG,W 24-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,129,32.25,0
158,1974,8,1974-11-03,33-030,KAN,,NYG,L 27-33,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,265,44.17,0
159,1974,9,1974-11-10,33-037,KAN,,SDG,L 7-14,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,8,319,39.88,0
160,1974,10,1974-11-18,33-045,KAN,@,DEN,W 42-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,214,42.80,0
161,1974,11,1974-11-24,33-051,KAN,@,CIN,L 6-33,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,9,380,42.22,0
162,1974,12,1974-12-01,33-058,KAN,@,STL,W 17-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,340,42.50,1
163,1974,13,1974-12-08,33-065,KAN,,OAK,L 6-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,120,40.00,0
164,1974,14,1974-12-14,33-071,KAN,,MIN,L 15-35,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,149,49.67,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
165,1975,1,1975-09-21,33-352,KAN,@,DEN,L 33-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,187,37.40,0
166,1975,2,1975-09-28,33-359,KAN,,NYJ,L 24-30,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,169,42.25,0
167,1975,3,1975-10-05,34-001,KAN,,SFO,L 3-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,187,46.75,0
168,1975,4,1975-10-12,34-008,KAN,,OAK,W 42-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,113,37.67,0
169,1975,5,1975-10-19,34-015,KAN,@,SDG,W 12-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,201,40.20,0
170,1975,6,1975-10-26,34-022,KAN,,DEN,W 26-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,294,49.00,0
171,1975,7,1975-11-02,34-029,KAN,,HOU,L 13-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,355,44.38,0
172,1975,8,1975-11-10,34-037,KAN,@,DAL,W 34-31,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,292,41.71,0
173,1975,9,1975-11-16,34-043,KAN,@,PIT,L 3-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,263,43.83,0
174,1975,10,1975-11-23,34-050,KAN,,DET,W 24-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,79,19.75,1
175,1975,11,1975-11-30,34-057,KAN,@,BAL,L 14-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,93,46.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
176,1976,1,1976-09-12,34-344,KAN,,SDG,L 16-30,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,158,52.67,0
177,1976,2,1976-09-20,34-352,KAN,,OAK,L 21-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,208,41.60,0
178,1976,3,1976-09-26,34-358,KAN,,NOR,L 17-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,244,40.67,0
179,1976,4,1976-10-03,34-365,KAN,@,BUF,L 17-50,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,176,44.00,0
180,1976,5,1976-10-10,35-006,KAN,@,WAS,W 33-30,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,169,42.25,0
181,1976,6,1976-10-17,35-013,KAN,@,MIA,W 20-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,267,38.14,0
182,1976,7,1976-10-24,35-020,KAN,,DEN,L 26-35,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,77,38.50,0
183,1976,8,1976-10-31,35-027,KAN,@,TAM,W 28-19,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,131,43.67,0
184,1976,9,1976-11-07,35-034,KAN,,PIT,L 0-45,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,179,35.80,0
185,1976,10,1976-11-14,35-041,KAN,@,OAK,L 10-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,193,48.25,0
186,1976,11,1976-11-21,35-048,KAN,,CIN,L 24-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,317,39.63,0
187,1976,12,1976-11-28,35-055,KAN,@,SDG,W 23-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,218,43.60,0
188,1976,13,1976-12-05,35-062,KAN,@,DEN,L 16-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,278,46.33,1
189,1976,14,1976-12-12,35-069,KAN,,CLE,W 39-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,114,38.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
190,1977,1,1977-09-18,35-349,KAN,@,NWE,L 17-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,239,39.83,0
191,1977,2,1977-09-25,35-356,KAN,,SDG,L 7-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,333,41.63,0
192,1977,3,1977-10-03,35-364,KAN,,OAK,L 28-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,284,40.57,0
193,1977,4,1977-10-09,36-005,KAN,@,DEN,L 7-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,350,43.75,0
194,1977,5,1977-10-16,36-012,KAN,,BAL,L 6-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,189,37.80,1
195,1977,6,1977-10-23,36-019,KAN,@,SDG,W 21-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,305,43.57,0
196,1977,7,1977-10-30,36-026,KAN,@,CLE,L 7-44,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,283,35.38,0
197,1977,8,1977-11-06,36-033,KAN,,GNB,W 20-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,244,40.67,0
198,1977,9,1977-11-13,36-040,KAN,@,CHI,L 27-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,172,34.40,0
199,1977,10,1977-11-20,36-047,KAN,,DEN,L 7-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,330,41.25,0
200,1977,11,1977-11-27,36-054,KAN,@,HOU,L 20-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,266,38.00,0
201,1977,12,1977-12-04,36-061,KAN,,CIN,L 7-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,269,38.43,0
202,1977,13,1977-12-11,36-068,KAN,,SEA,L 31-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,130,43.33,0
203,1977,14,1977-12-18,36-075,KAN,@,OAK,L 20-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,116,38.67,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
204,1978,1,1978-09-03,36-334,NWE,,WAS,L 14-16,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1978,2,1978-09-10,36-341,NWE,@,STL,W 16-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,71,35.50,0
206,1978,3,1978-09-18,36-349,NWE,,BAL,L 27-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,159,31.80,0
207,1978,4,1978-09-24,36-355,NWE,@,OAK,W 21-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,153,38.25,0
208,1978,5,1978-10-01,36-362,NWE,,SDG,W 28-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,246,41.00,0
209,1978,6,1978-10-08,37-004,NWE,,PHI,W 24-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,90,30.00,0
210,1978,7,1978-10-15,37-011,NWE,@,CIN,W 10-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,222,37.00,0
211,1978,8,1978-10-22,37-018,NWE,,MIA,W 33-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,188,37.60,0
212,1978,9,1978-10-29,37-025,NWE,,NYJ,W 55-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,31,31.00,0
213,1978,10,1978-11-05,37-032,NWE,@,BUF,W 14-10,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,112,37.33,0
214,1978,11,1978-11-12,37-039,NWE,,HOU,L 23-26,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1978,12,1978-11-19,37-046,NWE,@,NYJ,W 19-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,141,35.25,0
216,1978,13,1978-11-26,37-053,NWE,@,BAL,W 35-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,170,34.00,0
217,1978,14,1978-12-03,37-060,NWE,@,DAL,L 10-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,196,39.20,0
218,1978,15,1978-12-10,37-067,NWE,,BUF,W 26-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,41,20.50,0
219,1978,16,1978-12-18,37-075,NWE,@,MIA,L 3-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,101,33.67,0
,,,219 Games,,,,,119-90-10,22,53,2.41,0,,5,53,10.60,0,2,4,50.00,29,0,0,74.0,7.25,7.25,1,20,20.00,0,1072,46139,43.04,12
