
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2011,8,2011-11-06,22-327,GNB,@,SDG,W 45-38,0,0,,0,0,0,0,,0,0,0,,0
2,2011,9,2011-11-14,22-335,GNB,,MIN,W 45-7,0,0,,0,0,0,0,,0,0,0,,0
3,2011,10,2011-11-20,22-341,GNB,,TAM,W 35-26,0,0,,0,0,0,0,,0,0,0,,0
4,2011,11,2011-11-24,22-345,GNB,@,DET,W 27-15,2,10,5.00,0,1,1,9,9.00,0,0,0,,0
5,2011,12,2011-12-04,22-355,GNB,@,NYG,W 38-35,6,16,2.67,0,6,4,29,7.25,0,0,0,,0
6,2011,13,2011-12-11,22-362,GNB,,OAK,W 46-16,1,7,7.00,0,2,2,14,7.00,0,0,0,,0
7,2011,15,2011-12-25,23-011,GNB,,CHI,W 35-21,1,8,8.00,0,0,0,0,,0,0,0,,0
8,2011,16,2012-01-01,23-018,GNB,,DET,W 45-41,8,28,3.50,0,3,3,17,5.67,0,2,40,20.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,2012,1,2012-09-09,23-270,GNB,,SFO,L 22-30,,,,,,,,,,,,,
10,2012,2,2012-09-13,23-274,GNB,,CHI,W 23-10,,,,,,,,,,,,,
11,2012,3,2012-09-24,23-285,GNB,@,SEA,L 12-14,0,0,,0,0,0,0,,0,0,0,,0
12,2012,4,2012-09-30,23-291,GNB,,NOR,W 28-27,,,,,,,,,,,,,
13,2012,5,2012-10-07,23-298,GNB,@,IND,L 27-30,,,,,,,,,,,,,
14,2012,6,2012-10-14,23-305,GNB,@,HOU,W 42-24,,,,,,,,,,,,,
,,,14 Games,,,,,11-3-0,18,69,3.83,0,12,10,69,6.90,0,2,40,20.00,0
