
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
1,1968,1,1968-09-15,25-224,DEN,@,CIN,L 10-24,5,11,2.20,0,,0,0,,0,0,0,,0,0,0,,0
2,1968,4,1968-10-06,25-245,DEN,,CIN,W 10-7,9,35,3.89,0,,3,10,3.33,0,0,0,,0,0,0,,0
3,1968,5,1968-10-13,25-252,DEN,@,NYJ,W 21-13,8,17,2.13,0,,0,0,,0,0,0,,0,0,0,,0
4,1968,9,1968-11-03,25-273,CIN,,HOU,L 17-27,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,0
5,1968,11,1968-11-17,25-287,CIN,@,MIA,W 38-21,7,36,5.14,0,,2,74,37.00,0,0,0,,0,0,0,,0
6,1968,12,1968-11-24,25-294,CIN,,OAK,L 0-34,6,18,3.00,0,,0,0,,0,0,0,,0,0,0,,0
7,1968,13,1968-12-01,25-301,CIN,@,BOS,L 14-33,3,-11,-3.67,0,,2,3,1.50,0,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
8,1969,1,1969-09-14,26-222,CIN,,MIA,W 27-21,3,3,1.00,0,,0,0,,0,0,0,,0,0,0,,0
9,1969,2,1969-09-21,26-229,CIN,,SDG,W 34-20,2,5,2.50,0,,0,0,,0,0,0,,0,0,0,,0
10,1969,3,1969-09-28,26-236,CIN,,KAN,W 24-19,0,0,,0,,0,0,,0,1,19,19.00,0,0,0,,0
11,1969,7,1969-10-26,26-264,CIN,@,KAN,L 22-42,0,0,,0,,0,0,,0,2,19,9.50,0,0,0,,0
12,1969,10,1969-11-16,26-285,CIN,,BOS,L 14-25,0,0,,0,,0,0,,0,0,0,,0,1,29,29.00,0
13,1969,12,1969-11-30,26-299,CIN,@,BUF,L 13-16,0,0,,0,,0,0,,0,1,10,10.00,0,0,0,,0
14,1969,13,1969-12-07,26-306,CIN,@,OAK,L 17-37,0,0,,0,,0,0,,0,1,16,16.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
15,1970,1,1970-09-20,27-228,CIN,,OAK,W 31-21,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,0
16,1970,2,1970-09-27,27-235,CIN,@,DET,L 3-38,0,0,,0,,0,0,,0,1,20,20.00,0,0,0,,0
17,1970,6,1970-10-25,27-263,CIN,@,WAS,L 0-20,5,33,6.60,0,,0,0,,0,0,0,,0,0,0,,0
18,1970,8,1970-11-08,27-277,CIN,@,BUF,W 43-14,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
19,1971,3,1971-10-03,28-241,CIN,@,GNB,L 17-20,0,0,,0,,0,0,,0,1,17,17.00,0,0,0,,0
20,1971,9,1971-11-14,28-283,CIN,@,DEN,W 24-10,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,0
21,1971,10,1971-11-21,28-290,CIN,,HOU,W 28-13,2,4,2.00,0,,0,0,,0,0,0,,0,0,0,,0
22,1971,13,1971-12-12,28-311,CIN,,PIT,L 13-21,0,0,,0,,0,0,,0,1,25,25.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
23,1972,5,1972-10-15,29-254,ATL,@,NOR,W 21-14,0,0,,0,,1,10,10.00,0,0,0,,0,0,0,,0
,,,23 Games,,,,,11-12-0,55,163,2.96,0,,8,97,12.13,0,9,147,16.33,0,1,29,29.00,0
