
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1989,1,1989-09-10,23-229,SDG,@,RAI,L 14-40,1,3,3.00,0,,0,0,,0,3,12,4.00,0
2,1989,2,1989-09-17,23-236,SDG,,HOU,L 27-34,6,10,1.67,0,,0,0,,0,0,0,,0
3,1989,3,1989-09-24,23-243,SDG,,KAN,W 21-6,0,0,,0,,0,0,,0,0,0,,0
4,1989,4,1989-10-01,23-250,SDG,@,PHO,W 24-13,0,0,,0,,0,0,,0,0,0,,0
5,1989,5,1989-10-08,23-257,SDG,@,DEN,L 10-16,0,0,,0,,0,0,,0,0,0,,0
6,1989,6,1989-10-15,23-264,SDG,,SEA,L 16-17,1,2,2.00,0,,1,6,6.00,0,0,0,,0
,,,6 Games,,,,,2-4-0,8,15,1.88,0,,1,6,6.00,0,3,12,4.00,0
