
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2003,1,2003-09-07,23-179,SDG,@,KAN,L 14-27,,,,,,,,,,,,,
2,2003,2,2003-09-14,23-186,SDG,,DEN,L 13-37,,,,,0,,,,,,,,
3,2003,3,2003-09-21,23-193,SDG,,BAL,L 10-24,,,,,,,,,,,,,
4,2003,4,2003-09-28,23-200,SDG,@,OAK,L 31-34,0,0,,0,0,0,0,,0,2,50,25.00,0
5,2003,5,2003-10-05,23-207,SDG,@,JAX,L 21-27,,,,,,,,,,,,,
6,2003,6,2003-10-19,23-221,SDG,@,CLE,W 26-20,,,,,0,,,,,,,,
7,2003,7,2003-10-27,23-229,SDG,,MIA,L 10-26,,,,,0,,,,,,,,
8,2003,8,2003-11-02,23-235,SDG,@,CHI,L 7-20,,,,,,,,,,,,,
9,2003,9,2003-11-09,23-242,SDG,,MIN,W 42-28,,,,,,,,,,,,,
10,2003,10,2003-11-16,23-249,SDG,@,DEN,L 8-37,,,,,,,,,,,,,
11,2003,11,2003-11-23,23-256,SDG,,CIN,L 27-34,,,,,,,,,,,,,
12,2003,12,2003-11-30,23-263,SDG,,KAN,L 24-28,,,,,,,,,,,,,
13,2003,13,2003-12-07,23-270,SDG,@,DET,W 14-7,,,,,,,,,,,,,
14,2003,14,2003-12-14,23-277,SDG,,GNB,L 21-38,,,,,,,,,,,,,
15,2003,15,2003-12-21,23-284,SDG,@,PIT,L 24-40,,,,,,,,,,,,,
16,2003,16,2003-12-28,23-291,SDG,,OAK,W 21-14,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
17,2004,16,2005-01-02,24-296,SDG,,KAN,W 24-17,9,26,2.89,0,3,3,26,8.67,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
18,2005,3,2005-09-25,25-197,SDG,,NYG,W 45-23,0,0,,0,0,0,0,,0,0,0,,0
19,2005,5,2005-10-10,25-212,SDG,,PIT,L 22-24,0,0,,0,,0,0,,0,0,0,,0
20,2005,6,2005-10-16,25-218,SDG,@,OAK,W 27-14,,,,,,,,,,,,,
21,2005,7,2005-10-23,25-225,SDG,@,PHI,L 17-20,0,0,,0,0,0,0,,0,0,0,,0
22,2005,8,2005-10-30,25-232,SDG,,KAN,W 28-20,0,0,,0,,0,0,,0,0,0,,0
23,2005,10,2005-11-20,25-253,SDG,,BUF,W 48-10,1,4,4.00,0,0,0,0,,0,0,0,,0
24,2005,11,2005-11-27,25-260,SDG,@,WAS,W 23-17,0,0,,0,,0,0,,0,0,0,,0
25,2005,12,2005-12-04,25-267,SDG,,OAK,W 34-10,0,0,,0,0,0,0,,0,1,24,24.00,0
26,2005,13,2005-12-11,25-274,SDG,,MIA,L 21-23,0,0,,0,,0,0,,0,0,0,,0
27,2005,14,2005-12-18,25-281,SDG,@,IND,W 26-17,0,0,,0,,0,0,,0,0,0,,0
28,2005,15,2005-12-24,25-287,SDG,@,KAN,L 7-20,0,0,,0,,0,0,,0,0,0,,0
