
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
1,1970,1,1970-09-20,21-274,BOS,,MIA,W 27-14,0,0,,0,,0,0,,0,1,12,12.00,0,0,0,,0
2,1970,2,1970-09-27,21-281,BOS,,NYJ,L 21-31,0,0,,0,,0,0,,0,1,26,26.00,0,0,0,,0
3,1970,3,1970-10-04,21-288,BOS,,BAL,L 6-14,2,15,7.50,0,,2,22,11.00,0,1,16,16.00,0,0,0,,0
4,1970,4,1970-10-11,21-295,BOS,@,KAN,L 10-23,6,11,1.83,0,,0,0,,0,2,47,23.50,0,0,0,,0
5,1970,5,1970-10-18,21-302,BOS,,NYG,L 0-16,0,0,,0,,0,0,,0,1,17,17.00,0,0,0,,0
6,1970,6,1970-10-25,21-309,BOS,@,BAL,L 3-27,1,4,4.00,0,,0,0,,0,2,39,19.50,0,0,0,,0
7,1970,7,1970-11-01,21-316,BOS,,BUF,L 10-45,0,0,,0,,1,5,5.00,0,4,96,24.00,0,0,0,,0
8,1970,8,1970-11-08,21-323,BOS,@,STL,L 0-31,5,7,1.40,0,,0,0,,0,2,62,31.00,0,0,0,,0
9,1970,9,1970-11-15,21-330,BOS,,SDG,L 14-16,18,45,2.50,0,,1,14,14.00,0,1,52,52.00,0,0,0,,0
10,1970,10,1970-11-22,21-337,BOS,@,NYJ,L 3-17,8,9,1.13,0,,1,15,15.00,0,4,68,17.00,0,0,0,,0
11,1970,11,1970-11-29,21-344,BOS,@,BUF,W 14-10,12,4,0.33,0,,5,49,9.80,0,1,23,23.00,0,0,0,,0
12,1970,12,1970-12-06,21-351,BOS,@,MIA,L 20-37,4,4,1.00,0,,1,8,8.00,0,2,44,22.00,0,1,0,0.00,0
13,1970,14,1970-12-20,22-000,BOS,@,CIN,L 7-45,0,0,,0,,0,0,,0,3,44,14.67,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
14,1971,1,1971-09-19,22-273,NWE,,OAK,W 20-6,8,8,1.00,0,,0,0,,0,0,0,,0,0,0,,0
15,1971,2,1971-09-26,22-280,NWE,,DET,L 7-34,0,0,,0,,0,0,,0,2,47,23.50,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
16,1973,1,1973-09-16,24-270,NOR,,ATL,L 7-62,2,8,4.00,0,,1,-9,-9.00,0,0,0,,0,0,0,,0
17,1973,2,1973-09-24,24-278,NOR,@,DAL,L 3-40,3,12,4.00,0,,0,0,,0,2,49,24.50,0,0,0,,0
18,1973,5,1973-10-14,24-298,NOR,,DET,W 20-13,0,0,,0,,0,0,,0,2,24,12.00,0,0,0,,0
19,1973,6,1973-10-21,24-305,NOR,@,SFO,L 0-40,1,3,3.00,0,,1,4,4.00,0,2,24,12.00,0,0,0,,0
20,1973,9,1973-11-11,24-326,NOR,@,RAM,L 7-29,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
21,1974,5,1974-10-13,25-297,NOR,@,DEN,L 17-33,0,0,,0,,0,0,,0,1,20,20.00,0,0,0,,0
,,,21 Games,,,,,4-17-0,70,130,1.86,0,,13,108,8.31,0,35,731,20.89,0,1,0,0.00,0
