
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1970,1,1970-09-20,22-344,DEN,@,BUF,W 25-10,8,49,6.13,1,,0,0,,0,0,0,,0,0,0,,,,1,35,35.00,0,1,6
2,1970,2,1970-09-27,22-351,DEN,,PIT,W 16-13,2,6,3.00,0,,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0
3,1970,3,1970-10-04,22-358,DEN,,KAN,W 26-13,7,49,7.00,0,,1,2,2.00,0,0,0,,0,0,0,,,,2,72,36.00,0,0,0
4,1970,4,1970-10-11,23-000,DEN,@,OAK,L 23-35,3,9,3.00,0,,1,13,13.00,0,0,0,,0,0,0,,,,1,19,19.00,0,0,0
5,1970,5,1970-10-18,23-007,DEN,,ATL,W 24-10,6,2,0.33,0,,0,0,,0,0,0,,0,0,0,,,,1,17,17.00,0,0,0
6,1970,6,1970-10-25,23-014,DEN,@,SFO,L 14-19,6,14,2.33,0,,3,49,16.33,0,1,1,100.00,13,0,0,118.7,13.00,13.00,2,40,20.00,0,0,0
7,1970,7,1970-11-01,23-021,DEN,,WAS,L 3-19,6,29,4.83,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,1,19,19.00,0,0,0
8,1970,8,1970-11-08,23-028,DEN,@,SDG,L 21-24,7,36,5.14,1,,0,0,,0,0,0,,0,0,0,,,,2,59,29.50,0,1,6
9,1970,9,1970-11-15,23-035,DEN,,OAK,L 19-24,7,28,4.00,0,,2,21,10.50,0,0,0,,0,0,0,,,,3,68,22.67,0,0,0
10,1970,10,1970-11-22,23-042,DEN,@,NOR,W 31-6,10,43,4.30,1,,0,0,,0,1,2,50.00,8,0,0,60.4,4.00,4.00,1,20,20.00,0,1,6
11,1970,11,1970-11-29,23-049,DEN,@,HOU,L 21-31,4,9,2.25,1,,1,18,18.00,0,1,1,100.00,25,0,0,118.7,25.00,25.00,2,60,30.00,0,1,6
12,1970,12,1970-12-06,23-056,DEN,@,KAN,L 0-16,1,6,6.00,0,,0,0,,0,0,0,,0,0,0,,,,4,93,23.25,0,0,0
13,1970,13,1970-12-13,23-063,DEN,,SDG,T 17-17,12,64,5.33,0,,1,37,37.00,0,1,2,50.00,13,0,0,70.8,6.50,6.50,0,0,,0,0,0
14,1970,14,1970-12-20,23-070,DEN,,CLE,L 13-27,4,24,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
15,1971,1,1971-09-19,23-343,DEN,,MIA,T 10-10,8,25,3.13,0,,5,31,6.20,0,1,1,100.00,48,0,0,118.7,48.00,48.00,0,0,,0,0,0
16,1971,2,1971-09-26,23-350,DEN,@,GNB,L 13-34,3,6,2.00,0,,4,45,11.25,0,0,0,,0,0,0,,,,2,44,22.00,0,0,0
17,1971,3,1971-10-03,23-357,DEN,,KAN,L 3-16,11,34,3.09,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1971,4,1971-10-10,23-364,DEN,,OAK,L 16-27,6,45,7.50,0,,3,57,19.00,0,0,0,,0,0,0,,,,1,27,27.00,0,0,0
19,1971,5,1971-10-17,24-006,DEN,,SDG,W 20-16,25,106,4.24,1,,3,43,14.33,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,1,6
20,1971,6,1971-10-24,24-013,DEN,@,CLE,W 27-0,16,71,4.44,1,,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1971,7,1971-10-31,24-020,DEN,@,PHI,L 16-17,13,35,2.69,0,,1,7,7.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
22,1971,8,1971-11-07,24-027,DEN,,DET,L 20-24,16,85,5.31,1,,3,28,9.33,1,0,0,,0,0,0,,,,3,74,24.67,0,2,12
23,1971,9,1971-11-14,24-034,DEN,,CIN,L 10-24,6,18,3.00,0,,2,19,9.50,0,0,0,,0,0,0,,,,1,15,15.00,0,0,0
24,1971,10,1971-11-21,24-041,DEN,@,KAN,L 10-28,12,35,2.92,0,,7,37,5.29,0,0,0,,0,0,0,,,,0,0,,0,0,0
25,1971,11,1971-11-28,24-048,DEN,@,PIT,W 22-10,13,38,2.92,0,,3,30,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1971,12,1971-12-05,24-055,DEN,,CHI,W 6-3,4,8,2.00,0,,2,2,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1971,13,1971-12-12,24-062,DEN,@,SDG,L 17-45,6,27,4.50,0,,2,39,19.50,0,0,0,,0,0,0,,,,1,27,27.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
28,1972,1,1972-09-17,24-342,DEN,,HOU,W 30-17,2,6,3.00,0,,0,0,,0,0,0,,0,0,0,,,,1,13,13.00,0,0,0
29,1972,3,1972-10-01,24-356,DEN,,KAN,L 24-45,8,48,6.00,1,,1,0,0.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,1,6
30,1972,4,1972-10-08,24-363,DEN,@,CIN,L 10-21,9,48,5.33,0,,2,47,23.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
31,1972,5,1972-10-15,25-004,DEN,,MIN,L 20-23,14,58,4.14,0,,4,18,4.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1972,6,1972-10-22,25-011,DEN,@,OAK,W 30-23,8,3,0.38,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
33,1972,7,1972-10-29,25-018,DEN,,CLE,L 20-27,8,67,8.38,0,,7,86,12.29,1,0,0,,0,0,0,,,,0,0,,0,1,6
34,1972,8,1972-11-05,25-025,DEN,@,NYG,L 17-29,8,35,4.38,0,,2,14,7.00,0,1,2,50.00,14,1,0,112.5,7.00,17.00,0,0,,0,0,0
35,1972,9,1972-11-12,25-032,DEN,@,RAM,W 16-10,14,53,3.79,0,,4,33,8.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1972,10,1972-11-19,25-039,DEN,,OAK,L 20-37,1,1,1.00,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
37,1973,2,1973-09-23,25-347,DEN,,SFO,L 34-36,6,26,4.33,0,,0,0,,0,1,1,100.00,28,0,0,118.7,28.00,28.00,0,0,,0,0,0
38,1973,3,1973-09-30,25-354,DEN,,CHI,L 14-33,1,1,1.00,1,,13,143,11.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
39,1973,5,1973-10-14,26-003,DEN,@,HOU,W 48-20,7,27,3.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1973,6,1973-10-22,26-011,DEN,,OAK,T 23-23,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
