
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1966,1,1966-09-11,22-105,WAS,,CLE,L 14-38,5,8,1.60,0,,2,9,4.50,0,0,0,,0
2,1966,3,1966-09-25,22-119,WAS,@,PIT,W 33-27,0,0,,0,,0,0,,0,3,65,21.67,0
3,1966,14,1966-12-18,22-203,ATL,,PIT,L 33-57,4,32,8.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
4,1967,6,1967-10-22,23-146,ATL,@,DET,L 3-24,2,11,5.50,0,,0,0,,0,0,0,,0
5,1967,8,1967-11-05,23-160,ATL,@,DAL,L 7-37,0,0,,0,,1,7,7.00,0,0,0,,0
6,1967,9,1967-11-12,23-167,ATL,,BAL,L 7-49,2,11,5.50,0,,1,1,1.00,0,0,0,,0
7,1967,10,1967-11-19,23-174,ATL,,RAM,L 3-31,2,16,8.00,0,,0,0,,0,0,0,,0
8,1967,11,1967-11-26,23-181,ATL,@,NOR,L 24-27,14,63,4.50,0,,2,5,2.50,0,0,0,,0
9,1967,12,1967-12-03,23-188,ATL,@,RAM,L 3-20,4,26,6.50,0,,0,0,,0,0,0,,0
,,,9 Games,,,,,1-8-0,33,167,5.06,0,,6,22,3.67,0,3,65,21.67,0
