
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1986,1,1986-09-07,22-088,ATL,@,NOR,W 31-10,1,3,3.00,0,,0,0,,0,0,0,,0
2,1986,6,1986-10-12,22-123,ATL,,RAM,W 26-14,0,0,,0,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
3,1988,11,1988-11-13,24-155,CLE,@,DEN,L 7-30,0,0,,0,,,,,,,,,
4,1988,12,1988-11-20,24-162,CLE,,PIT,W 27-7,0,0,,0,,,,,,,,,
5,1988,15,1988-12-12,24-184,CLE,@,MIA,L 31-38,3,19,6.33,0,,0,0,,0,0,0,,0
6,1988,16,1988-12-18,24-190,CLE,,HOU,W 28-23,0,0,,0,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,1989,4,1989-10-01,25-112,PHO,,SDG,L 13-24,0,0,,0,,0,0,,0,2,45,22.50,0
8,1989,5,1989-10-08,25-119,PHO,@,WAS,L 28-30,7,8,1.14,0,,0,0,,0,2,44,22.00,0
9,1989,6,1989-10-15,25-126,PHO,,PHI,L 5-17,0,0,,0,,0,0,,0,2,41,20.50,0
10,1989,7,1989-10-22,25-133,PHO,,ATL,W 34-20,2,1,0.50,0,,0,0,,0,1,29,29.00,0
11,1989,8,1989-10-29,25-140,PHO,@,DAL,W 19-10,3,5,1.67,0,,1,9,9.00,0,0,0,,0
12,1989,9,1989-11-05,25-147,PHO,,NYG,L 13-20,1,0,0.00,0,,0,0,,0,3,74,24.67,0
13,1989,10,1989-11-12,25-154,PHO,,DAL,W 24-20,0,0,,0,,0,0,,0,0,0,,0
14,1989,13,1989-12-03,25-175,PHO,,WAS,L 10-29,4,12,3.00,0,,1,9,9.00,0,0,0,,0
15,1989,14,1989-12-10,25-182,PHO,@,RAI,L 14-16,3,5,1.67,0,,0,0,,0,0,0,,0
16,1989,15,1989-12-16,25-188,PHO,,DEN,L 0-37,0,0,,0,,0,0,,0,1,12,12.00,0
,,,16 Games,,,,,7-9-0,24,53,2.21,0,,2,18,9.00,0,11,245,22.27,0
