
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1976,3,1976-09-26,22-211,KAN,,NOR,L 17-27,0,0,,0,,0,0,,0,1,19,19.00,0
2,1976,6,1976-10-17,22-232,KAN,@,MIA,W 20-17,1,4,4.00,0,,0,0,,0,0,0,,0
3,1976,8,1976-10-31,22-246,KAN,@,TAM,W 28-19,1,1,1.00,0,,0,0,,0,0,0,,0
4,1976,9,1976-11-07,22-253,KAN,,PIT,L 0-45,5,19,3.80,0,,2,33,16.50,0,1,2,2.00,0
5,1976,11,1976-11-21,22-267,KAN,,CIN,L 24-27,1,2,2.00,0,,0,0,,0,0,0,,0
,,,5 Games,,,,,2-3-0,8,26,3.25,0,,2,33,16.50,0,2,21,10.50,0
