
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1961,10,1961-11-12,23-203,BOS,@,HOU,L 15-27,0,0,,0,,1,21,21.00,0,0,0,,0
2,1961,12,1961-12-03,23-224,BOS,@,DEN,W 28-24,1,4,4.00,0,,0,0,,0,1,0,0.00,0
3,1961,13,1961-12-09,23-230,BOS,@,OAK,W 35-21,2,1,0.50,0,,0,0,,0,0,0,,0
4,1961,14,1961-12-17,23-238,BOS,@,SDG,W 41-0,7,9,1.29,0,,0,0,,0,0,0,,0
,,,4 Games,,,,,3-1-0,10,14,1.40,0,,1,21,21.00,0,1,0,0.00,0
