
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-25,30-323,CLE,@,PHI,W 41-24,,1,27,27.00,0,0,0
2,1960,3,1960-10-16,30-344,CLE,@,DAL,W 48-7,,1,12,12.00,0,0,0
3,1960,5,1960-10-30,30-358,CLE,@,WAS,W 31-10,,3,43,14.33,1,1,6
4,1960,6,1960-11-06,30-365,CLE,,NYG,L 13-17,,2,10,5.00,1,1,6
5,1960,7,1960-11-13,31-006,CLE,,STL,W 28-27,,2,77,38.50,1,1,6
6,1960,8,1960-11-20,31-013,CLE,@,PIT,L 10-14,,5,57,11.40,0,0,0
7,1960,9,1960-11-27,31-020,CLE,@,STL,T 17-17,,3,30,10.00,0,0,0
8,1960,10,1960-12-04,31-027,CLE,,WAS,W 27-16,,1,14,14.00,0,0,0
9,1960,11,1960-12-11,31-034,CLE,,CHI,W 42-0,,2,32,16.00,0,0,0
10,1960,12,1960-12-18,31-041,CLE,@,NYG,W 48-34,,4,76,19.00,1,1,6
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
11,1961,1,1961-09-17,31-314,CLE,@,PHI,L 20-27,,4,104,26.00,0,0,0
12,1961,2,1961-09-24,31-321,CLE,,STL,W 20-17,,4,46,11.50,0,0,0
13,1961,3,1961-10-01,31-328,CLE,,DAL,W 25-7,,3,36,12.00,0,0,0
14,1961,4,1961-10-08,31-335,CLE,,WAS,W 31-7,,3,50,16.67,1,1,6
15,1961,5,1961-10-15,31-342,CLE,,GNB,L 17-49,,7,100,14.29,1,1,6
16,1961,6,1961-10-22,31-349,CLE,@,PIT,W 30-28,,1,12,12.00,0,0,0
17,1961,7,1961-10-29,31-356,CLE,@,STL,W 21-10,,4,68,17.00,1,1,6
18,1961,8,1961-11-05,31-363,CLE,,PIT,L 13-17,,1,19,19.00,0,0,0
19,1961,9,1961-11-12,32-005,CLE,@,WAS,W 17-6,,3,61,20.33,1,1,6
20,1961,10,1961-11-19,32-012,CLE,,PHI,W 45-24,,4,73,18.25,0,0,0
21,1961,11,1961-11-26,32-019,CLE,,NYG,L 21-37,,7,166,23.71,2,2,12
22,1961,12,1961-12-03,32-026,CLE,@,DAL,W 38-17,,2,31,15.50,0,0,0
23,1961,13,1961-12-10,32-033,CLE,@,CHI,L 14-17,,4,57,14.25,0,0,0
24,1961,14,1961-12-17,32-040,CLE,@,NYG,T 7-7,,1,11,11.00,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
25,1962,2,1962-09-23,32-320,CLE,,WAS,L 16-17,,3,44,14.67,0,0,0
26,1962,3,1962-09-30,32-327,CLE,@,PHI,L 7-35,,5,74,14.80,0,0,0
27,1962,4,1962-10-07,32-334,CLE,,DAL,W 19-10,,2,17,8.50,0,0,0
28,1962,5,1962-10-14,32-341,CLE,,BAL,L 14-36,,1,9,9.00,0,0,0
29,1962,6,1962-10-21,32-348,CLE,@,STL,W 34-7,,6,152,25.33,1,1,6
30,1962,7,1962-10-28,32-355,CLE,@,PIT,W 41-14,,2,53,26.50,0,0,0
31,1962,8,1962-11-04,32-362,CLE,,PHI,T 14-14,,2,54,27.00,0,0,0
32,1962,9,1962-11-11,33-004,CLE,@,WAS,L 9-17,,1,65,65.00,1,1,6
33,1962,11,1962-11-25,33-018,CLE,,PIT,W 35-14,,3,78,26.00,1,1,6
34,1962,12,1962-12-02,33-025,CLE,@,DAL,L 21-45,,4,60,15.00,1,1,6
35,1962,13,1962-12-09,33-032,CLE,@,NYG,L 13-17,,1,16,16.00,0,0,0
36,1962,14,1962-12-15,33-038,CLE,@,SFO,W 13-10,,1,16,16.00,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
37,1963,2,1963-09-22,33-319,CLE,@,DAL,W 41-24,,1,16,16.00,0,0,0
38,1963,3,1963-09-29,33-326,CLE,,RAM,W 20-6,,1,39,39.00,1,1,6
39,1963,9,1963-11-10,34-003,CLE,@,PIT,L 7-9,,1,16,16.00,0,0,0
40,1963,11,1963-11-24,34-017,CLE,,DAL,W 27-17,,1,11,11.00,0,0,0
,,,40 Games,,,,,23-14-3,,107,1932,18.06,15,15,90
