
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
1,1961,5,1961-10-15,28-266,NYG,@,DAL,W 31-10,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0
2,1961,6,1961-10-22,28-273,NYG,,RAM,W 24-14,4,37,9.25,0,0,0,,0,1,0,0.00,0,0,0,0
3,1961,7,1961-10-29,28-280,NYG,,DAL,L 16-17,0,0,,0,2,33,16.50,0,0,0,,0,0,0,0
4,1961,8,1961-11-05,28-287,NYG,,WAS,W 53-0,2,14,7.00,0,1,1,1.00,0,2,43,21.50,0,0,0,0
5,1961,9,1961-11-12,28-294,NYG,,PHI,W 38-21,0,0,,0,4,82,20.50,0,1,18,18.00,0,0,0,0
6,1961,11,1961-11-26,28-308,NYG,@,CLE,W 37-21,0,0,,0,1,40,40.00,0,0,0,,0,0,0,0
7,1961,12,1961-12-03,28-315,NYG,@,GNB,L 17-20,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
8,1962,3,1962-09-30,29-251,NYG,@,PIT,W 31-27,0,0,,0,0,0,,0,0,0,,0,1,0,0
9,1962,9,1962-11-11,29-293,NYG,@,DAL,W 41-10,0,0,,0,0,0,,0,0,0,,0,1,3,0
10,1962,11,1962-11-25,29-307,NYG,@,WAS,W 42-24,0,0,,0,0,0,,0,0,0,,0,1,21,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
11,1963,1,1963-09-15,30-236,NYG,@,BAL,W 37-28,0,0,,0,2,46,23.00,0,1,23,23.00,0,1,21,0
12,1963,2,1963-09-22,30-243,NYG,@,PIT,L 0-31,0,0,,0,1,16,16.00,0,2,22,11.00,0,0,0,0
13,1963,8,1963-11-03,30-285,NYG,@,STL,W 38-21,0,0,,0,0,0,,0,0,0,,0,2,13,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
14,1964,7,1964-10-25,31-277,NYG,@,CLE,L 20-42,0,0,,0,0,0,,0,0,0,,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
15,1965,14,1965-12-19,32-331,NYG,,DAL,L 20-38,0,0,,0,2,48,24.00,0,0,0,,0,0,0,0
,,,15 Games,,,,,10-5-0,6,51,8.50,0,13,266,20.46,0,9,106,11.78,0,7,58,0
