
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
1,1960,8,1960-11-20,26-346,CHI,,DET,W 28-7,0,0,,0,0,0,,0,1,5,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
2,1961,7,1961-10-29,27-323,CHI,@,BAL,W 21-20,0,,,0,0,2,,0,1,25,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
3,1962,4,1962-10-07,28-301,CHI,@,MIN,W 13-0,0,0,,0,0,0,,0,2,9,0
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Int,Yds,TD
4,1966,4,1966-10-02,32-296,ATL,,DAL,L 14-47,1,19,19.00,0,0,0,,0,0,0,0
5,1966,5,1966-10-09,32-303,ATL,@,WAS,L 20-33,1,20,20.00,0,0,0,,0,0,0,0
6,1966,6,1966-10-16,32-310,ATL,,SFO,L 7-44,1,3,3.00,0,0,0,,0,0,0,0
7,1966,14,1966-12-18,33-008,ATL,,PIT,L 33-57,2,8,4.00,0,0,0,,0,0,0,0
,,,7 Games,,,,,3-4-0,5,50,10.00,0,0,2,,0,4,39,0
