
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1981,10,1981-11-08,23-021,PHI,@,STL,W 52-10,6,27,4.50,0,,0,0,,0,0,0,,0
2,1981,11,1981-11-15,23-028,PHI,,BAL,W 38-13,7,51,7.29,0,,0,0,,0,0,0,,0
3,1981,12,1981-11-22,23-035,PHI,,NYG,L 10-20,0,0,,0,,0,0,,0,0,0,,0
4,1981,13,1981-11-30,23-043,PHI,@,MIA,L 10-13,0,0,,0,,0,0,,0,0,0,,0
5,1981,14,1981-12-06,23-049,PHI,@,WAS,L 13-15,0,0,,0,,0,0,,0,1,14,14.00,0
6,1981,15,1981-12-13,23-056,PHI,@,DAL,L 10-21,0,0,,0,,0,0,,0,0,0,,0
7,1981,16,1981-12-20,23-063,PHI,,STL,W 38-0,10,56,5.60,0,,1,7,7.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,1982,1,1982-09-12,23-329,PHI,,WAS,L 34-37,0,0,,0,,0,0,,0,3,42,14.00,0
,,,8 Games,,,,,3-5-0,23,134,5.83,0,,1,7,7.00,0,4,56,14.00,0
