
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1986,1,1986-09-07,24-176,PHI,@,WAS,L 14-41,,2,27,13.50,0,3,4,1.33,0,0,0,,0,0,0
2,1986,2,1986-09-14,24-183,PHI,@,CHI,L 10-13,,0,0,,0,0,0,,0,0,0,,0,,
3,1986,3,1986-09-21,24-190,PHI,,DEN,L 7-33,,0,0,,0,0,0,,0,3,18,6.00,0,0,0
4,1986,4,1986-09-28,24-197,PHI,,RAM,W 34-20,,0,0,,0,2,4,2.00,0,1,2,2.00,0,0,0
5,1986,5,1986-10-05,24-204,PHI,@,ATL,W 16-0,,0,0,,0,0,0,,0,3,10,3.33,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,TD,Pts
6,1987,3,1987-10-04,25-203,NOR,,RAM,W 37-10,,1,82,82.00,1,0,0,,0,0,0,,0,1,6
7,1987,4,1987-10-11,25-210,NOR,@,STL,L 19-24,,2,33,16.50,0,0,0,,0,0,0,,0,0,0
8,1987,5,1987-10-18,25-217,NOR,@,CHI,W 19-17,,2,25,12.50,0,0,0,,0,0,0,,0,0,0
9,1987,6,1987-10-25,25-224,NOR,,SFO,L 22-24,,0,0,,0,,,,,,,,,,
10,1987,7,1987-11-01,25-231,NOR,@,ATL,W 38-0,,0,0,,0,,,,,,,,,,
,,,10 Games,,,,,5-5-0,,7,167,23.86,1,5,8,1.60,0,7,30,4.29,0,1,6
