
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,4,1987-10-11,24-306,ATL,,SFO,L 17-25,2,7,3.50,0,,1,5,5.00,0,2,37,18.50,0,0,0
2,1987,5,1987-10-18,24-313,ATL,,RAM,W 24-20,3,4,1.33,0,,2,10,5.00,1,1,71,71.00,0,1,6
,,,2 Games,,,,,1-1-0,5,11,2.20,0,,3,15,5.00,1,3,108,36.00,0,1,6
