
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,2005,9,2005-11-13,23-315,ATL,,GNB,L 25-33
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
2,2006,1,2006-09-10,24-251,ATL,@,CAR,W 20-6
,,,2 Games,,,,,1-1-0
