
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1976,1,1976-09-12,24-057,MIN,@,NOR,W 40-9,7,25,3.57,0,,2,22,11.00,0,0,0,,0
2,1976,3,1976-09-26,24-071,MIN,@,DET,W 10-9,0,0,,0,,0,0,,0,1,22,22.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
3,1977,5,1977-10-16,25-091,MIN,,CHI,W 22-16,0,0,,0,,0,0,,0,1,16,16.00,0
4,1977,6,1977-10-24,25-099,MIN,@,RAM,L 3-35,1,9,9.00,0,,0,0,,0,0,0,,0
5,1977,7,1977-10-30,25-105,MIN,@,ATL,W 14-7,5,4,0.80,0,,0,0,,0,0,0,,0
6,1977,8,1977-11-06,25-112,MIN,,STL,L 7-27,1,2,2.00,0,,0,0,,0,0,0,,0
7,1977,12,1977-12-04,25-140,MIN,,SFO,W 28-27,0,0,,0,,0,0,,0,1,13,13.00,0
8,1977,13,1977-12-11,25-147,MIN,@,OAK,L 13-35,0,0,,0,,0,0,,0,1,8,8.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1978,5,1978-10-01,26-076,MIN,@,TAM,W 24-7,5,16,3.20,0,,0,0,,0,0,0,,0
10,1978,6,1978-10-08,26-083,MIN,@,SEA,L 28-29,2,9,4.50,0,,2,9,4.50,0,0,0,,0
11,1978,7,1978-10-15,26-090,MIN,,RAM,L 17-34,4,9,2.25,0,,1,-14,-14.00,0,0,0,,0
12,1978,11,1978-11-12,26-118,MIN,,CHI,W 17-14,0,0,,0,,0,0,,0,1,13,13.00,0
,,,12 Games,,,,,7-5-0,25,74,2.96,0,,5,17,3.40,0,5,72,14.40,0
