
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2011,2,2011-09-18,25-134,CLE,@,IND,W 27-19,0,0,,0,0,0,,0,0.0,0,1
2,2011,3,2011-09-25,25-141,CLE,,MIA,W 17-16,2,2,1.00,0,0,0,,0,0.0,0,0
3,2011,4,2011-10-02,25-148,CLE,,TEN,L 13-31,1,0,0.00,0,0,0,,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
4,2012,13,2012-12-09,26-216,CAR,,ATL,W 30-20,0,0,,0,3,54,18.00,0,0.0,0,0
5,2012,14,2012-12-16,26-223,CAR,@,SDG,W 31-7,3,0,0.00,0,1,26,26.00,0,0.0,0,0
6,2012,15,2012-12-23,26-230,CAR,,OAK,W 17-6,0,0,,0,1,26,26.00,0,0.0,0,0
7,2012,16,2012-12-30,26-237,CAR,@,NOR,W 44-38,0,0,,0,1,25,25.00,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
8,2013,1,2013-09-08,27-124,CAR,,SEA,L 7-12,,,,,,,,,,,
9,2013,2,2013-09-15,27-131,CAR,@,BUF,L 23-24,,,,,,,,,,,
10,2013,3,2013-09-22,27-138,CAR,,NYG,W 38-0,3,0,0.00,0,0,0,,0,0.0,1,0
11,2013,4,2013-10-06,27-152,CAR,@,ARI,L 6-22,,,,,,,,,,,
12,2013,5,2013-10-13,27-159,CAR,@,MIN,W 35-10,1,5,5.00,0,0,0,,0,0.0,0,0
,,,12 Games,,,,,8-4-0,10,7,0.70,0,6,131,21.83,0,0.0,1,1
