
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
120,2010,7,2010-10-31,30-334,DET,,WAS,W 37-25,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2010,8,2010-11-07,30-341,DET,,NYJ,L 20-23,,,,,0,,,,,,,,,,,,,,,,,,
122,2010,9,2010-11-14,30-348,DET,@,BUF,L 12-14,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,1
123,2010,10,2010-11-21,30-355,DET,@,DAL,L 19-35,10,31,3.10,0,6,4,40,10.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
124,2010,11,2010-11-25,30-359,DET,,NWE,L 24-45,9,55,6.11,2,5,5,20,4.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
125,2010,12,2010-12-05,31-004,DET,,CHI,L 20-24,10,37,3.70,0,1,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2010,13,2010-12-12,31-011,DET,,GNB,W 7-3,11,51,4.64,0,1,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
127,2010,14,2010-12-19,31-018,DET,@,TAM,W 23-20,15,109,7.27,1,4,3,10,3.33,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
128,2010,15,2010-12-26,31-025,DET,@,MIA,W 34-27,12,22,1.83,1,2,2,13,6.50,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
129,2010,16,2011-01-02,31-032,DET,,MIN,W 20-13,12,21,1.75,1,3,2,24,12.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
130,2011,1,2011-09-11,31-284,DET,@,TAM,W 27-20,2,4,2.00,0,2,2,25,12.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
131,2011,2,2011-09-18,31-291,DET,,KAN,W 48-3,,,,,,,,,,,,,,,,,,,,,,,
132,2011,3,2011-09-25,31-298,DET,@,MIN,W 26-23,2,-4,-2.00,0,2,1,14,14.00,0,1,15,15.00,0,0,0,,0,,0,0,0.0,0,1
133,2011,4,2011-10-02,31-305,DET,@,DAL,W 34-30,,,,,,,,,,,,,,,,,,,,,,,
134,2011,5,2011-10-10,31-313,DET,,CHI,W 24-13,0,0,,0,1,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
135,2011,6,2011-10-16,31-319,DET,,SFO,L 19-25,5,20,4.00,0,1,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
136,2011,7,2011-10-23,31-326,DET,,ATL,L 16-23,9,50,5.56,0,4,2,13,6.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
137,2011,8,2011-10-30,31-333,DET,@,DEN,W 45-10,13,58,4.46,1,3,1,7,7.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
138,2011,9,2011-11-13,31-347,DET,@,CHI,L 13-37,10,44,4.40,0,2,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
139,2011,10,2011-11-20,31-354,DET,,CAR,W 49-35,7,29,4.14,0,1,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
140,2011,11,2011-11-24,31-358,DET,,GNB,L 15-27,7,39,5.57,0,10,9,81,9.00,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
141,2011,12,2011-12-04,32-003,DET,@,NOR,L 17-31,12,28,2.33,0,7,5,47,9.40,1,0,0,,0,0,0,,0,,1,6,0.0,1,0
142,2011,13,2011-12-11,32-010,DET,,MIN,W 34-28,4,13,3.25,0,1,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
143,2011,14,2011-12-18,32-017,DET,@,OAK,W 28-27,,,,,,,,,,,,,,,,,,,,,,,
144,2011,15,2011-12-24,32-023,DET,,SDG,W 38-10,5,22,4.40,0,1,1,10,10.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
145,2011,16,2012-01-01,32-031,DET,@,GNB,L 41-45,4,13,3.25,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,145 Games,,,,,72-73-0,867,3648,4.21,13,218,151,1163,7.70,5,130,2858,21.98,1,15,75,5.00,0,1,19,116,0.0,4,3
