
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,1970,3,1970-10-04,23-066,ATL,,SFO,W 21-20,0,0,,0,1,0,0.00,0
2,1970,7,1970-11-01,23-094,ATL,,CHI,L 14-23,1,9,9.00,0,0,0,,0
3,1970,11,1970-11-30,23-123,ATL,,MIA,L 7-20,0,0,,0,2,28,14.00,0
4,1970,12,1970-12-06,23-129,ATL,@,SFO,L 20-24,0,0,,0,1,26,26.00,0
,,,4 Games,,,,,1-3-0,1,9,9.00,0,4,54,13.50,0
