
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2001,14,2001-12-23,24-123,DAL,@,ARI,L 10-17,1,1,9,9.00,0
2,2001,15,2001-12-30,24-130,DAL,,SFO,W 27-21,,,,,
3,2001,16,2002-01-06,24-137,DAL,@,DET,L 10-15,,,,,
,,,3 Games,,,,,1-2-0,1,1,9,9.00,0
