
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
1,2007,5,2007-10-07,21-292,STL,,ARI,L 31-34,0,0,,0,0,0,0,,0,0.0,0,0
2,2007,6,2007-10-14,21-299,STL,@,BAL,L 3-22,5,11,2.20,0,0,0,0,,0,0.0,0,0
3,2007,7,2007-10-21,21-306,STL,@,SEA,L 6-33,4,8,2.00,0,0,0,0,,0,0.0,0,0
4,2007,9,2007-11-11,21-327,STL,@,NOR,W 37-29,7,53,7.57,0,2,1,0,0.00,0,0.0,0,0
5,2007,10,2007-11-18,21-334,STL,@,SFO,W 13-9,3,-2,-0.67,0,0,0,0,,0,0.0,0,0
6,2007,11,2007-11-25,21-341,STL,,SEA,L 19-24,5,11,2.20,0,0,0,0,,0,0.0,0,0
7,2007,12,2007-12-02,21-348,STL,,ATL,W 28-16,4,11,2.75,0,1,1,4,4.00,0,0.0,0,0
8,2007,13,2007-12-09,21-355,STL,@,CIN,L 10-19,2,11,5.50,0,1,1,11,11.00,0,0.0,0,0
9,2007,14,2007-12-16,21-362,STL,,GNB,L 14-33,6,31,5.17,0,5,0,0,,0,0.0,0,0
10,2007,15,2007-12-20,22-001,STL,,PIT,L 24-41,2,5,2.50,0,0,0,0,,0,0.0,0,0
11,2007,16,2007-12-30,22-011,STL,@,ARI,L 19-48,0,0,,0,,0,0,,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
12,2008,1,2008-09-07,22-263,STL,@,PHI,L 3-38,,,,,,,,,,,,
13,2008,2,2008-09-14,22-270,STL,,NYG,L 13-41,1,6,6.00,0,2,1,-2,-2.00,0,0.0,0,0
14,2008,3,2008-09-21,22-277,STL,@,SEA,L 13-37,,,,,,,,,,,,
15,2008,7,2008-10-26,22-312,STL,@,NWE,L 16-23,19,83,4.37,0,4,3,25,8.33,0,0.0,0,0
16,2008,8,2008-11-02,22-319,STL,,ARI,L 13-34,10,12,1.20,0,4,4,15,3.75,0,0.0,1,0
17,2008,9,2008-11-09,22-326,STL,@,NYJ,L 3-47,13,28,2.15,0,2,2,38,19.00,0,0.0,1,0
18,2008,10,2008-11-16,22-333,STL,@,SFO,L 16-35,14,95,6.79,0,5,3,4,1.33,0,0.0,1,0
19,2008,11,2008-11-23,22-340,STL,,CHI,L 3-27,9,8,0.89,0,4,3,11,3.67,0,0.0,0,0
20,2008,12,2008-11-30,22-347,STL,,MIA,L 12-16,6,25,4.17,0,2,0,0,,0,0.0,0,0
21,2008,13,2008-12-07,22-354,STL,@,ARI,L 10-34,5,27,5.40,0,3,2,41,20.50,0,0.0,0,0
22,2008,14,2008-12-14,22-361,STL,,SEA,L 20-23,,,,,,,,,,,,
23,2008,16,2008-12-28,23-009,STL,@,ATL,L 27-31,2,12,6.00,0,1,0,0,,0,0.0,0,0
,,,23 Games,,,,,3-20-0,117,435,3.72,0,36,21,147,7.00,0,0.0,3,0
