
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1986,1,1986-09-07,22-336,RAI,@,DEN,L 36-38,0,0,,0,,0,0,,0,4,83,20.75,0,4,25,6.25,0,0,0
2,1986,2,1986-09-14,22-343,RAI,@,WAS,L 6-10,1,2,2.00,0,,0,0,,0,1,59,59.00,0,3,19,6.33,0,0,0
3,1986,4,1986-09-28,22-357,RAI,,SDG,W 17-13,14,57,4.07,0,,0,0,,0,0,0,,0,0,0,,0,0,0
4,1986,5,1986-10-05,22-364,RAI,@,KAN,W 24-17,19,69,3.63,1,,3,19,6.33,0,0,0,,0,0,0,,0,1,6
5,1986,6,1986-10-12,23-006,RAI,,SEA,W 14-10,20,75,3.75,0,,1,6,6.00,0,0,0,,0,0,0,,0,0,0
6,1986,7,1986-10-19,23-013,RAI,@,MIA,W 30-28,12,67,5.58,0,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
7,1986,8,1986-10-26,23-020,RAI,@,HOU,W 28-17,23,84,3.65,0,,1,22,22.00,0,0,0,,0,0,0,,0,0,0
8,1986,9,1986-11-02,23-027,RAI,,DEN,L 10-21,2,5,2.50,0,,0,0,,0,0,0,,0,0,0,,0,0,0
9,1986,10,1986-11-09,23-034,RAI,@,DAL,W 17-13,12,35,2.92,0,,1,3,3.00,0,0,0,,0,0,0,,0,0,0
10,1986,11,1986-11-16,23-041,RAI,,CLE,W 27-14,16,47,2.94,0,,1,5,5.00,0,0,0,,0,0,0,,0,0,0
11,1986,12,1986-11-20,23-045,RAI,@,SDG,W 37-31,3,20,6.67,0,,1,7,7.00,0,3,41,13.67,0,0,0,,0,0,0
12,1986,13,1986-11-30,23-055,RAI,,PHI,L 27-33,1,-1,-1.00,0,,1,13,13.00,0,0,0,,0,0,0,,0,0,0
13,1986,14,1986-12-08,23-063,RAI,@,SEA,L 0-37,2,8,4.00,0,,2,14,7.00,0,0,0,,0,0,0,,0,0,0
14,1986,15,1986-12-14,23-069,RAI,,KAN,L 17-20,13,55,4.23,0,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
15,1986,16,1986-12-21,23-076,RAI,,IND,L 24-30,4,13,3.25,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
16,1990,1,1990-09-09,26-338,RAI,,DEN,W 14-9,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1990,3,1990-09-23,26-352,RAI,,PIT,W 20-3,3,7,2.33,0,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1990,4,1990-09-30,26-359,RAI,,CHI,W 24-10,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1990,10,1990-11-19,27-044,RAI,@,MIA,W 13-10,1,0,0.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1990,12,1990-12-02,27-057,RAI,@,DEN,W 23-20,0,0,,0,,0,0,,0,1,0,0.00,0,0,0,,0,0,0
21,1990,14,1990-12-16,27-071,RAI,,CIN,W 24-7,2,6,3.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
22,1991,1,1991-09-01,27-330,RAI,@,HOU,L 17-47,0,0,,0,,0,0,,0,1,24,24.00,0,0,0,,0,0,0
23,1991,2,1991-09-08,27-337,RAI,,DEN,W 16-13,5,11,2.20,0,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1991,3,1991-09-15,27-344,RAI,,IND,W 16-0,8,33,4.13,0,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1991,10,1991-11-10,28-035,RAI,@,DEN,W 17-16,4,19,4.75,0,,0,0,,0,0,0,,0,0,0,,0,0,0
26,1991,11,1991-11-17,28-042,RAI,,SEA,W 31-7,4,7,1.75,1,,0,0,,0,0,0,,0,0,0,,0,1,6
27,1991,12,1991-11-24,28-049,RAI,@,CIN,W 38-14,10,40,4.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1991,13,1991-12-01,28-056,RAI,@,SDG,W 9-7,0,0,,0,,0,0,,0,1,18,18.00,0,0,0,,0,0,0
29,1991,14,1991-12-08,28-063,RAI,,BUF,L 27-30,0,0,,0,,0,0,,0,1,25,25.00,0,0,0,,0,0,0
30,1991,15,1991-12-16,28-071,RAI,@,NOR,L 0-27,0,0,,0,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
