
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1967,2,1967-09-24,22-061,PHI,,BAL,L 6-38,0,0,,0,,0,0,,0,2,32,16.00,0
2,1967,6,1967-10-22,22-089,PHI,@,STL,L 14-48,3,10,3.33,0,,3,32,10.67,0,0,0,,0
3,1967,10,1967-11-19,22-117,PHI,,NOR,W 48-21,3,4,1.33,0,,0,0,,0,0,0,,0
4,1967,13,1967-12-10,22-138,PHI,@,DAL,L 17-38,2,3,1.50,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
5,1968,4,1968-10-06,23-073,PHI,@,WAS,L 14-17,1,5,5.00,0,,0,0,,0,0,0,,0
6,1968,5,1968-10-13,23-080,PHI,@,DAL,L 14-34,12,12,1.00,0,,1,5,5.00,0,0,0,,0
7,1968,8,1968-11-03,23-101,PHI,,STL,L 17-45,7,16,2.29,0,,4,82,20.50,0,1,18,18.00,0
8,1968,9,1968-11-10,23-108,PHI,,WAS,L 10-16,2,-9,-4.50,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1969,5,1969-10-19,24-086,PHI,@,DAL,L 14-49,1,0,0.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
10,1970,1,1970-09-20,25-057,PHI,,DAL,L 7-17,12,38,3.17,0,,1,12,12.00,0,0,0,,0
11,1970,2,1970-09-27,25-064,PHI,@,CHI,L 16-20,1,6,6.00,0,,0,0,,0,2,23,11.50,0
,,,11 Games,,,,,1-10-0,44,85,1.93,0,,9,131,14.56,0,5,73,14.60,0
