
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-095,CHI,@,PHI,W 35-3,2,21,10.50,0
2,1987,4,1987-10-11,23-102,CHI,,MIN,W 27-7,4,2,0.50,0
3,1987,5,1987-10-18,23-109,CHI,,NOR,L 17-19,0,0,,0
,,,3 Games,,,,,2-1-0,6,23,3.83,0
