
23,1965,9,1965-11-14,23-319,DAL,,PIT,W 24-17,0,0,,0,,0,0,,0,1,27,27.00,0,0,0,,0,0,0,1,2,0
24,1965,10,1965-11-21,23-326,DAL,,CLE,L 17-24,0,0,,0,,0,0,,0,0,0,,0,4,64,16.00,0,0,0,0,0,0
25,1965,11,1965-11-28,23-333,DAL,@,WAS,L 31-34,0,0,,0,,0,0,,0,2,79,39.50,0,1,11,11.00,0,0,0,0,0,0
26,1965,12,1965-12-05,23-340,DAL,@,PHI,W 21-19,0,0,,0,,0,0,,0,4,109,27.25,0,2,6,3.00,0,0,0,0,0,0
27,1965,13,1965-12-11,23-346,DAL,,STL,W 27-13,0,0,,0,,0,0,,0,0,0,,0,1,14,14.00,0,0,0,0,0,0
28,1965,14,1965-12-19,23-354,DAL,@,NYG,W 38-20,0,0,,0,,0,0,,0,1,27,27.00,0,1,2,2.00,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
29,1966,1,1966-09-18,24-262,DAL,,NYG,W 52-7,5,21,4.20,0,,1,42,42.00,0,0,0,,0,1,-3,-3.00,0,0,0,0,0,0
30,1966,5,1966-10-16,24-290,DAL,@,STL,T 10-10,0,0,,0,,0,0,,0,1,18,18.00,0,0,0,,0,0,0,0,0,0
31,1966,6,1966-10-23,24-297,DAL,@,CLE,L 21-30,3,31,10.33,0,,3,23,7.67,0,2,23,11.50,0,1,0,0.00,0,0,0,0,0,0
32,1966,7,1966-10-30,24-304,DAL,,PIT,W 52-21,0,0,,0,,0,0,,0,2,110,55.00,1,2,-5,-2.50,0,1,6,0,0,0
33,1966,8,1966-11-06,24-311,DAL,@,PHI,L 23-24,0,0,,0,,0,0,,0,1,25,25.00,0,2,22,11.00,0,0,0,0,0,0
34,1966,9,1966-11-13,24-318,DAL,@,WAS,W 31-30,0,0,,0,,0,0,,0,5,91,18.20,0,5,25,5.00,0,0,0,0,0,0
35,1966,10,1966-11-20,24-325,DAL,@,PIT,W 20-7,0,0,,0,,0,0,,0,2,82,41.00,0,3,7,2.33,0,0,0,1,24,0
36,1966,11,1966-11-24,24-329,DAL,,CLE,W 26-14,0,0,,0,,0,0,,0,1,17,17.00,0,3,40,13.33,0,0,0,0,0,0
37,1966,12,1966-12-04,24-339,DAL,,STL,W 31-17,0,0,,0,,0,0,,0,2,39,19.50,0,0,0,,0,0,0,1,33,0
38,1966,13,1966-12-11,24-346,DAL,,WAS,L 31-34,0,0,,0,,0,0,,0,2,48,24.00,0,2,9,4.50,0,0,0,0,0,0
39,1966,14,1966-12-18,24-353,DAL,@,NYG,W 17-7,0,0,,0,,0,0,,0,1,34,34.00,0,2,28,14.00,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
40,1967,1,1967-09-17,25-261,DAL,@,CLE,W 21-14,0,0,,0,,0,0,,0,0,0,,0,2,-8,-4.00,0,0,0,1,0,0
41,1967,2,1967-09-24,25-268,DAL,,NYG,W 38-24,0,0,,0,,0,0,,0,2,39,19.50,0,0,0,,0,0,0,2,0,0
42,1967,3,1967-10-01,25-275,DAL,,RAM,L 13-35,0,0,,0,,0,0,,0,3,73,24.33,0,1,7,7.00,0,0,0,0,0,0
43,1967,12,1967-12-03,25-338,DAL,@,BAL,L 17-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2,8,0
44,1967,13,1967-12-10,25-345,DAL,,PHI,W 38-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
45,1967,14,1967-12-16,25-351,DAL,@,SFO,L 16-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,30,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
46,1968,3,1968-09-29,26-274,DAL,@,PHI,W 45-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
47,1968,8,1968-11-03,26-309,DAL,@,NOR,W 17-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,5,0
48,1968,12,1968-11-28,26-334,DAL,,WAS,W 29-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
49,1969,1,1969-09-21,27-265,DAL,,STL,W 24-3,0,0,,0,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0,0,0
50,1969,2,1969-09-28,27-272,DAL,@,NOR,W 21-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
51,1969,3,1969-10-05,27-279,DAL,@,PHI,W 38-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,31,0
52,1969,4,1969-10-12,27-286,DAL,@,ATL,W 24-17,0,0,,0,,0,0,,0,0,0,,0,3,-5,-1.67,0,0,0,1,18,0
53,1969,6,1969-10-27,27-301,DAL,,NYG,W 25-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
54,1969,7,1969-11-02,27-307,DAL,@,CLE,L 10-42,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,41,0
55,1969,9,1969-11-16,27-321,DAL,@,WAS,W 41-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2,3,0
56,1969,10,1969-11-23,27-328,DAL,@,RAM,L 23-24,0,0,,0,,0,0,,0,0,0,,0,2,-12,-6.00,0,0,0,0,0,0
57,1969,11,1969-11-27,27-332,DAL,,SFO,T 24-24,0,0,,0,,0,0,,0,0,0,,0,3,23,7.67,0,0,0,0,0,0
58,1969,12,1969-12-07,27-342,DAL,@,PIT,W 10-7,0,0,,0,,0,0,,0,0,0,,0,2,51,25.50,0,0,0,0,0,0
59,1969,13,1969-12-13,27-348,DAL,,BAL,W 27-10,0,0,,0,,0,0,,0,0,0,,0,4,16,4.00,0,0,0,2,4,0
60,1969,14,1969-12-21,27-356,DAL,,WAS,W 20-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,21,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
61,1970,1,1970-09-20,28-264,DAL,@,PHI,W 17-7,0,0,,0,,0,0,,0,0,0,,0,2,28,14.00,0,0,0,0,0,0
62,1970,2,1970-09-27,28-271,DAL,,NYG,W 28-10,0,0,,0,,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0,0,0,0
63,1970,3,1970-10-04,28-278,DAL,@,STL,L 7-20,0,0,,0,,0,0,,0,0,0,,0,1,-5,-5.00,0,0,0,0,0,0
64,1970,4,1970-10-11,28-285,DAL,,ATL,W 13-0,0,0,,0,,0,0,,0,0,0,,0,2,22,11.00,0,0,0,0,0,0
65,1970,6,1970-10-25,28-299,DAL,@,KAN,W 27-16,0,0,,0,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,2,0,0
66,1970,7,1970-11-01,28-306,DAL,,PHI,W 21-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
67,1970,9,1970-11-16,28-321,DAL,,STL,L 0-38,0,0,,0,,0,0,,0,0,0,,0,2,10,5.00,0,0,0,0,0,0
68,1970,10,1970-11-22,28-327,DAL,@,WAS,W 45-21,0,0,,0,,0,0,,0,0,0,,0,1,12,12.00,0,0,0,0,0,0
69,1970,12,1970-12-06,28-341,DAL,,WAS,W 34-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,3,0
70,1970,13,1970-12-12,28-347,DAL,@,CLE,W 6-2,0,0,,0,,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0,0,0
71,1970,14,1970-12-20,28-355,DAL,,HOU,W 52-10,0,0,,0,,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
72,1971,2,1971-09-26,29-270,DAL,@,PHI,W 42-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
73,1971,5,1971-10-17,29-291,DAL,@,NOR,L 14-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,4,0
74,1971,9,1971-11-14,29-319,DAL,,PHI,W 20-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,7,0
75,1971,12,1971-12-04,29-339,DAL,,NYJ,W 52-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
76,1972,1,1972-09-17,30-262,DAL,,PHI,W 28-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
77,1973,5,1973-10-14,31-288,DAL,@,RAM,L 31-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,1,6,1,30,1
78,1973,12,1973-12-02,31-337,DAL,@,DEN,W 22-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,35,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
79,1974,1,1974-09-15,32-259,DAL,@,ATL,W 24-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,6,0
80,1974,2,1974-09-23,32-267,DAL,@,PHI,L 10-13,0,0,,0,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
81,1975,1,1975-09-21,33-265,DAL,,RAM,W 18-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,2,34,0
82,1975,4,1975-10-12,33-286,DAL,@,NYG,W 13-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,15,0
83,1975,10,1975-11-23,33-328,DAL,,PHI,W 27-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,21,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
84,1976,1,1976-09-12,34-257,DAL,,PHI,W 27-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
85,1976,8,1976-10-31,34-306,DAL,@,WAS,W 20-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,23,0
86,1976,10,1976-11-15,34-321,DAL,,BUF,W 17-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
87,1977,11,1977-11-27,35-332,DAL,@,WAS,W 14-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,3,0
88,1977,12,1977-12-04,35-339,DAL,,PHI,W 24-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,1,25,0
,,,88 Games,,,,,57-28-3,8,52,6.50,0,,4,65,16.25,0,85,2246,26.42,2,109,842,7.72,1,6,36,52,626,3
