
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,22-257,NYJ,,DAL,L 24-38,15,48,3.20,0,,1,6,6.00,0,2,47,23.50,0,0,0
2,1987,4,1987-10-11,22-264,NYJ,@,IND,L 0-6,13,27,2.08,0,,2,3,1.50,0,3,46,15.33,0,0,0
3,1987,5,1987-10-18,22-271,NYJ,,MIA,W 37-31,20,94,4.70,0,,2,15,7.50,2,3,30,10.00,0,2,12
4,1987,12,1987-12-06,22-320,TAM,@,NOR,L 34-44,1,6,6.00,0,,0,0,,0,0,0,,0,0,0
5,1987,13,1987-12-13,22-327,TAM,,DET,L 10-20,6,30,5.00,0,,2,4,2.00,0,0,0,,0,0,0
6,1987,14,1987-12-20,22-334,TAM,,STL,L 14-31,1,5,5.00,0,,0,0,,0,0,0,,0,0,0
,,,6 Games,,,,,1-5-0,56,210,3.75,0,,7,28,4.00,2,8,123,15.38,0,2,12
