
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1993,1,1993-09-05,21-132,SDG,,SEA,W 18-12,14,43,3.07,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1993,2,1993-09-12,21-139,SDG,@,DEN,L 17-34,4,13,3.25,0,1,0,0,,0,0,0,,0,0,0,,,,1,8,8.00,0,0,0
3,1993,3,1993-09-19,21-146,SDG,,HOU,W 18-17,10,33,3.30,0,3,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1993,4,1993-10-03,21-160,SDG,@,SEA,L 14-31,2,-3,-1.50,0,2,2,18,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1993,5,1993-10-10,21-167,SDG,@,PIT,L 3-16,5,6,1.20,0,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1993,6,1993-10-17,21-174,SDG,,KAN,L 14-17,12,34,2.83,1,4,4,20,5.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
7,1993,7,1993-10-31,21-188,SDG,@,RAI,W 30-23,14,68,4.86,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1993,8,1993-11-07,21-195,SDG,@,MIN,W 30-17,17,105,6.18,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
9,1993,9,1993-11-14,21-202,SDG,,CHI,L 13-16,18,69,3.83,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
10,1993,10,1993-11-21,21-209,SDG,,RAI,L 7-12,4,10,2.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1993,11,1993-11-29,21-217,SDG,@,IND,W 31-0,10,74,7.40,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
12,1993,12,1993-12-05,21-223,SDG,,DEN,W 13-10,10,22,2.20,1,3,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
13,1993,13,1993-12-12,21-230,SDG,,GNB,L 13-20,5,12,2.40,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
14,1993,14,1993-12-19,21-237,SDG,@,KAN,L 24-28,10,22,2.20,1,1,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
15,1993,15,1993-12-27,21-245,SDG,,MIA,W 45-20,18,118,6.56,3,1,0,0,,0,0,0,,0,0,0,,,,1,14,14.00,0,3,18
16,1993,16,1994-01-02,21-251,SDG,@,TAM,W 32-17,7,19,2.71,1,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
17,1994,1,1994-09-04,22-131,SDG,@,DEN,W 37-34,22,96,4.36,1,3,3,27,9.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
18,1994,2,1994-09-11,22-138,SDG,,CIN,W 27-10,21,107,5.10,1,1,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
19,1994,3,1994-09-18,22-145,SDG,@,SEA,W 24-10,24,86,3.58,1,6,4,26,6.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
20,1994,4,1994-09-25,22-152,SDG,@,RAI,W 26-24,21,52,2.48,1,3,3,20,6.67,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1994,5,1994-10-09,22-166,SDG,,KAN,W 20-6,19,125,6.58,1,4,3,21,7.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
22,1994,6,1994-10-16,22-173,SDG,@,NOR,W 36-22,26,120,4.62,3,1,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,3,18
23,1994,7,1994-10-23,22-180,SDG,,DEN,L 15-20,19,100,5.26,0,7,6,41,6.83,0,0,0,,0,0,0,,,,0,0,,0,0,0
24,1994,8,1994-10-30,22-187,SDG,,SEA,W 35-15,26,104,4.00,1,2,2,2,1.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
25,1994,9,1994-11-06,22-194,SDG,@,ATL,L 9-10,25,102,4.08,0,4,4,24,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1994,10,1994-11-13,22-201,SDG,@,KAN,W 14-13,21,55,2.62,0,6,6,25,4.17,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1994,11,1994-11-20,22-208,SDG,@,NWE,L 17-23,15,59,3.93,0,2,2,5,2.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
28,1994,12,1994-11-27,22-215,SDG,,RAM,W 31-17,23,95,4.13,0,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
29,1994,13,1994-12-05,22-223,SDG,,RAI,L 17-24,18,41,2.28,0,2,2,8,4.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
30,1994,14,1994-12-11,22-229,SDG,,SFO,L 15-38,18,50,2.78,1,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
31,1994,15,1994-12-18,22-236,SDG,@,NYJ,W 21-6,23,73,3.17,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1994,16,1994-12-24,22-242,SDG,,PIT,W 37-34,22,85,3.86,2,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,12
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
33,1995,1,1995-09-03,23-130,SDG,@,OAK,L 7-17,15,60,4.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
34,1995,2,1995-09-10,23-137,SDG,,SEA,W 14-10,26,115,4.42,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1995,3,1995-09-17,23-144,SDG,@,PHI,W 27-21,23,122,5.30,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1995,4,1995-09-24,23-151,SDG,,DEN,W 17-6,27,115,4.26,2,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,12
37,1995,5,1995-10-01,23-158,SDG,@,PIT,L 16-31,18,92,5.11,1,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
38,1995,6,1995-10-09,23-166,SDG,@,KAN,L 23-29,24,33,1.38,1,5,5,33,6.60,0,0,0,,0,0,0,,,,0,0,,0,1,6
39,1995,7,1995-10-15,23-172,SDG,,DAL,L 9-23,22,90,4.09,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1995,8,1995-10-22,23-179,SDG,@,SEA,W 35-25,26,91,3.50,1,1,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
41,1995,9,1995-11-05,23-193,SDG,,MIA,L 14-24,2,6,3.00,0,1,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
42,1995,15,1995-12-17,23-235,SDG,@,IND,W 27-24,3,6,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
